RULE_ID,RULE_TYPE,SOURCE_ZONES,DEST_ZONES,ALLOWED_PORTS,REQUIRES,LOGGING,REMARK,misconfig_prob,is_misconfigured,last_changed_by,last_changed_on,change_complexity
RULE_00518,allow,DMZ,EXTERNAL,restricted,tls,False,auto generated allow rule,0.351,True,cloud_admin,2024-01-09,high
RULE_00519,deny,PARTNER_VPN,EXTERNAL,22,vpn,False,auto generated deny rule,0.37,True,auto_gen,2024-05-10,medium
RULE_00520,deny,EXTERNAL,OT,"8080,8443",mfa,False,auto generated deny rule,0.061,False,audit_bot,2024-01-24,low
RULE_00521,cloud_boundary,OT,PARTNER_VPN,"80,443",none,True,auto generated cloud_boundary rule,0.143,False,secops,2022-10-14,high
RULE_00522,allow,EXTERNAL,OT,any,tls,True,auto generated allow rule,0.382,True,secops,2023-09-18,low
RULE_00523,deny,OT,PARTNER_VPN,restricted,tls,True,auto generated deny rule,0.389,True,secops,2025-04-10,high
RULE_00524,segmentation,DMZ,CLOUD,3306,none,False,auto generated segmentation rule,0.208,False,audit_bot,2025-09-27,medium
RULE_00525,cloud_boundary,DMZ,USER_LAN,53,mfa,True,auto generated cloud_boundary rule,0.081,False,auto_gen,2024-06-23,high
RULE_00526,segmentation,DMZ,MGMT,22,none,True,auto generated segmentation rule,0.116,False,netadmin,2023-11-29,low
RULE_00527,cloud_boundary,OT,EXTERNAL,53,tls,False,auto generated cloud_boundary rule,0.085,False,cloud_admin,2022-12-08,medium
RULE_00528,segmentation,EXTERNAL,PARTNER_VPN,53,none,True,auto generated segmentation rule,0.292,True,secops,2025-08-18,high
RULE_00529,allow,SERVER_LAN,USER_LAN,"8080,8443",vpn,True,auto generated allow rule,0.33,True,cloud_admin,2024-09-13,high
RULE_00530,segmentation,OT,USER_LAN,53,mfa,False,auto generated segmentation rule,0.305,True,cloud_admin,2023-03-23,medium
RULE_00531,cloud_boundary,EXTERNAL,MGMT,"80,443",none,False,auto generated cloud_boundary rule,0.062,False,cloud_admin,2024-10-25,high
RULE_00532,deny,MGMT,OT,3306,mfa,False,auto generated deny rule,0.357,True,audit_bot,2024-01-28,medium
RULE_00533,allow,CLOUD,PARTNER_VPN,22,none,False,auto generated allow rule,0.175,False,audit_bot,2025-04-30,low
RULE_00534,monitor,SERVER_LAN,DMZ,"8080,8443",tls,False,auto generated monitor rule,0.197,False,netadmin,2024-11-17,medium
RULE_00535,segmentation,DMZ,CLOUD,any,none,True,auto generated segmentation rule,0.214,False,audit_bot,2023-11-08,medium
RULE_00536,allow,USER_LAN,SERVER_LAN,any,none,False,auto generated allow rule,0.078,False,netadmin,2025-08-27,low
RULE_00537,monitor,USER_LAN,OT,22,none,False,auto generated monitor rule,0.047,False,audit_bot,2025-06-12,high
RULE_00538,allow,EXTERNAL,DMZ,restricted,none,False,auto generated allow rule,0.347,True,secops,2023-10-17,medium
RULE_00539,cloud_boundary,USER_LAN,MGMT,"80,443",none,False,auto generated cloud_boundary rule,0.393,True,audit_bot,2025-09-19,medium
RULE_00540,cloud_boundary,MGMT,CLOUD,"8080,8443",tls,False,auto generated cloud_boundary rule,0.273,False,cloud_admin,2023-10-10,medium
RULE_00541,allow,PARTNER_VPN,OT,restricted,tls,False,auto generated allow rule,0.255,False,netadmin,2025-02-19,high
RULE_00542,deny,USER_LAN,DMZ,"8080,8443",none,False,auto generated deny rule,0.219,False,secops,2024-11-23,low
RULE_00543,allow,USER_LAN,USER_LAN,22,tls,False,auto generated allow rule,0.272,False,audit_bot,2023-08-14,medium
RULE_00544,cloud_boundary,SERVER_LAN,SERVER_LAN,"80,443",mfa,False,auto generated cloud_boundary rule,0.378,True,secops,2024-04-16,medium
RULE_00545,cloud_boundary,PARTNER_VPN,DMZ,restricted,tls,True,auto generated cloud_boundary rule,0.098,False,netadmin,2024-12-28,medium
RULE_00546,monitor,CLOUD,EXTERNAL,3306,vpn,True,auto generated monitor rule,0.259,False,secops,2023-07-17,medium
RULE_00547,monitor,OT,SERVER_LAN,"80,443",tls,True,auto generated monitor rule,0.192,False,auto_gen,2024-12-31,high
RULE_00548,segmentation,SERVER_LAN,PARTNER_VPN,restricted,mfa,True,auto generated segmentation rule,0.002,False,cloud_admin,2024-10-16,high
RULE_00549,segmentation,MGMT,CLOUD,"80,443",tls,True,auto generated segmentation rule,0.236,False,cloud_admin,2023-06-06,medium
RULE_00550,monitor,EXTERNAL,PARTNER_VPN,"80,443",vpn,True,auto generated monitor rule,0.093,False,netadmin,2025-03-23,low
RULE_00551,segmentation,DMZ,EXTERNAL,restricted,vpn,False,auto generated segmentation rule,0.398,True,cloud_admin,2022-10-06,high
RULE_00552,monitor,OT,USER_LAN,53,mfa,True,auto generated monitor rule,0.079,False,secops,2025-05-28,high
RULE_00553,segmentation,USER_LAN,CLOUD,any,vpn,True,auto generated segmentation rule,0.331,True,secops,2025-03-22,medium
RULE_00554,cloud_boundary,OT,PARTNER_VPN,"8080,8443",none,True,auto generated cloud_boundary rule,0.194,False,secops,2025-11-25,medium
RULE_00555,cloud_boundary,MGMT,EXTERNAL,22,vpn,False,auto generated cloud_boundary rule,0.148,False,netadmin,2024-03-30,low
RULE_00556,cloud_boundary,CLOUD,EXTERNAL,any,none,False,auto generated cloud_boundary rule,0.246,False,audit_bot,2025-03-17,medium
RULE_00557,cloud_boundary,EXTERNAL,MGMT,53,none,True,auto generated cloud_boundary rule,0.328,True,audit_bot,2025-06-17,high
RULE_00558,segmentation,DMZ,EXTERNAL,53,tls,False,auto generated segmentation rule,0.227,False,secops,2022-12-31,high
RULE_00559,allow,EXTERNAL,CLOUD,"80,443",tls,True,auto generated allow rule,0.141,False,netadmin,2023-01-29,medium
RULE_00560,monitor,OT,EXTERNAL,any,none,False,auto generated monitor rule,0.36,True,secops,2022-12-08,high
RULE_00561,allow,MGMT,EXTERNAL,restricted,none,False,auto generated allow rule,0.093,False,secops,2023-06-13,low
RULE_00562,cloud_boundary,EXTERNAL,SERVER_LAN,53,tls,False,auto generated cloud_boundary rule,0.324,True,netadmin,2025-11-20,low
RULE_00563,allow,OT,OT,3306,vpn,True,auto generated allow rule,0.059,False,netadmin,2023-01-24,high
RULE_00564,monitor,CLOUD,SERVER_LAN,any,vpn,False,auto generated monitor rule,0.287,True,cloud_admin,2023-12-03,medium
RULE_00565,cloud_boundary,OT,PARTNER_VPN,any,tls,False,auto generated cloud_boundary rule,0.384,True,netadmin,2024-02-22,low
RULE_00566,allow,PARTNER_VPN,USER_LAN,22,mfa,True,auto generated allow rule,0.163,False,auto_gen,2023-09-24,low
RULE_00567,deny,PARTNER_VPN,USER_LAN,"8080,8443",vpn,False,auto generated deny rule,0.273,False,cloud_admin,2024-05-03,high
RULE_00568,deny,SERVER_LAN,MGMT,restricted,tls,True,auto generated deny rule,0.15,False,auto_gen,2024-07-12,high
RULE_00569,monitor,EXTERNAL,SERVER_LAN,restricted,none,False,auto generated monitor rule,0.161,False,auto_gen,2024-11-05,medium
RULE_00570,allow,EXTERNAL,SERVER_LAN,restricted,vpn,True,auto generated allow rule,0.092,False,auto_gen,2023-10-02,high
RULE_00571,monitor,CLOUD,MGMT,any,tls,False,auto generated monitor rule,0.357,True,netadmin,2024-09-11,low
RULE_00572,deny,USER_LAN,OT,"80,443",tls,False,auto generated deny rule,0.227,False,audit_bot,2025-08-05,high
RULE_00573,cloud_boundary,DMZ,EXTERNAL,"80,443",mfa,True,auto generated cloud_boundary rule,0.084,False,auto_gen,2025-05-16,medium
RULE_00574,deny,DMZ,SERVER_LAN,any,vpn,False,auto generated deny rule,0.376,True,netadmin,2023-08-05,high
RULE_00575,allow,OT,SERVER_LAN,restricted,vpn,True,auto generated allow rule,0.282,True,audit_bot,2024-02-12,medium
RULE_00576,segmentation,PARTNER_VPN,CLOUD,3306,mfa,True,auto generated segmentation rule,0.276,False,cloud_admin,2025-11-06,low
RULE_00577,segmentation,EXTERNAL,DMZ,restricted,vpn,True,auto generated segmentation rule,0.098,False,audit_bot,2024-03-23,medium
RULE_00578,segmentation,CLOUD,SERVER_LAN,3306,tls,False,auto generated segmentation rule,0.024,False,secops,2022-12-04,medium
RULE_00579,monitor,USER_LAN,USER_LAN,22,vpn,True,auto generated monitor rule,0.306,True,audit_bot,2024-04-15,high
RULE_00580,segmentation,USER_LAN,MGMT,22,none,True,auto generated segmentation rule,0.278,False,secops,2025-06-23,medium
RULE_00581,allow,MGMT,PARTNER_VPN,22,tls,True,auto generated allow rule,0.047,False,netadmin,2022-09-08,low
RULE_00582,segmentation,DMZ,MGMT,"80,443",vpn,True,auto generated segmentation rule,0.181,False,netadmin,2024-03-15,medium
RULE_00583,segmentation,SERVER_LAN,OT,3306,none,True,auto generated segmentation rule,0.284,True,secops,2022-11-08,high
RULE_00584,allow,EXTERNAL,USER_LAN,any,mfa,False,auto generated allow rule,0.285,True,secops,2023-04-27,high
RULE_00585,allow,EXTERNAL,SERVER_LAN,22,mfa,True,auto generated allow rule,0.282,True,auto_gen,2024-10-02,medium
RULE_00586,segmentation,PARTNER_VPN,USER_LAN,any,tls,True,auto generated segmentation rule,0.158,False,secops,2024-06-22,medium
RULE_00587,cloud_boundary,MGMT,EXTERNAL,any,none,False,auto generated cloud_boundary rule,0.002,False,auto_gen,2023-02-01,medium
RULE_00588,deny,MGMT,SERVER_LAN,53,vpn,False,auto generated deny rule,0.324,True,cloud_admin,2023-08-04,high
RULE_00589,segmentation,USER_LAN,OT,22,tls,True,auto generated segmentation rule,0.024,False,audit_bot,2024-02-26,medium
RULE_00590,monitor,DMZ,MGMT,53,mfa,False,auto generated monitor rule,0.357,True,cloud_admin,2024-08-29,low
RULE_00591,cloud_boundary,SERVER_LAN,MGMT,"80,443",vpn,True,auto generated cloud_boundary rule,0.054,False,cloud_admin,2025-10-22,low
RULE_00592,segmentation,DMZ,CLOUD,"80,443",none,False,auto generated segmentation rule,0.054,False,netadmin,2023-09-13,high
RULE_00593,allow,USER_LAN,DMZ,53,tls,False,auto generated allow rule,0.269,False,netadmin,2025-06-06,low
RULE_00594,allow,SERVER_LAN,CLOUD,restricted,mfa,True,auto generated allow rule,0.264,False,secops,2024-06-05,high
RULE_00595,cloud_boundary,OT,USER_LAN,22,tls,False,auto generated cloud_boundary rule,0.228,False,audit_bot,2022-11-02,medium
RULE_00596,cloud_boundary,OT,EXTERNAL,53,tls,True,auto generated cloud_boundary rule,0.273,False,cloud_admin,2024-11-18,high
RULE_00597,allow,CLOUD,USER_LAN,53,mfa,False,auto generated allow rule,0.367,True,secops,2024-01-16,medium
RULE_00598,segmentation,SERVER_LAN,USER_LAN,"80,443",mfa,False,auto generated segmentation rule,0.221,False,netadmin,2025-01-07,high
RULE_00599,deny,CLOUD,EXTERNAL,"8080,8443",vpn,True,auto generated deny rule,0.055,False,auto_gen,2023-03-27,high
RULE_00600,allow,PARTNER_VPN,EXTERNAL,3306,none,True,auto generated allow rule,0.347,True,auto_gen,2022-10-29,low
RULE_00601,cloud_boundary,SERVER_LAN,SERVER_LAN,53,vpn,False,auto generated cloud_boundary rule,0.234,False,audit_bot,2025-10-09,low
RULE_00602,segmentation,CLOUD,MGMT,"8080,8443",none,True,auto generated segmentation rule,0.309,True,audit_bot,2023-10-19,high
RULE_00603,cloud_boundary,CLOUD,SERVER_LAN,any,vpn,True,auto generated cloud_boundary rule,0.345,True,netadmin,2022-10-19,high
RULE_00604,allow,OT,DMZ,53,vpn,True,auto generated allow rule,0.004,False,cloud_admin,2023-01-13,low
RULE_00605,segmentation,SERVER_LAN,MGMT,53,tls,True,auto generated segmentation rule,0.239,False,audit_bot,2024-10-19,medium
RULE_00606,cloud_boundary,CLOUD,SERVER_LAN,"8080,8443",mfa,True,auto generated cloud_boundary rule,0.242,False,audit_bot,2023-05-14,high
RULE_00607,deny,MGMT,MGMT,53,vpn,True,auto generated deny rule,0.036,False,cloud_admin,2025-04-18,high
RULE_00608,cloud_boundary,USER_LAN,EXTERNAL,any,vpn,False,auto generated cloud_boundary rule,0.097,False,cloud_admin,2023-03-20,medium
RULE_00609,segmentation,PARTNER_VPN,USER_LAN,53,vpn,False,auto generated segmentation rule,0.07,False,secops,2023-10-21,medium
RULE_00610,cloud_boundary,PARTNER_VPN,PARTNER_VPN,"80,443",mfa,True,auto generated cloud_boundary rule,0.356,True,secops,2025-02-26,medium
RULE_00611,allow,SERVER_LAN,DMZ,"80,443",none,False,auto generated allow rule,0.251,False,netadmin,2025-01-15,medium
RULE_00612,deny,EXTERNAL,DMZ,"80,443",none,True,auto generated deny rule,0.033,False,cloud_admin,2025-11-03,medium
RULE_00613,cloud_boundary,MGMT,OT,restricted,none,True,auto generated cloud_boundary rule,0.078,False,auto_gen,2025-09-27,high
RULE_00614,segmentation,USER_LAN,CLOUD,"8080,8443",vpn,False,auto generated segmentation rule,0.365,True,audit_bot,2023-02-21,high
RULE_00615,deny,USER_LAN,DMZ,any,vpn,True,auto generated deny rule,0.209,False,auto_gen,2024-12-07,medium
RULE_00616,allow,CLOUD,PARTNER_VPN,"8080,8443",none,False,auto generated allow rule,0.365,True,auto_gen,2022-12-25,high
RULE_00617,allow,PARTNER_VPN,OT,3306,vpn,False,auto generated allow rule,0.341,True,netadmin,2024-02-15,high
RULE_00618,allow,OT,USER_LAN,any,vpn,False,auto generated allow rule,0.133,False,auto_gen,2024-01-06,low
RULE_00619,allow,PARTNER_VPN,EXTERNAL,"8080,8443",none,False,auto generated allow rule,0.365,True,secops,2022-11-02,low
RULE_00620,deny,EXTERNAL,OT,22,tls,True,auto generated deny rule,0.006,False,cloud_admin,2024-01-18,low
RULE_00621,deny,DMZ,USER_LAN,any,tls,False,auto generated deny rule,0.277,False,secops,2025-04-19,medium
RULE_00622,cloud_boundary,CLOUD,OT,"8080,8443",tls,True,auto generated cloud_boundary rule,0.097,False,netadmin,2023-05-19,medium
RULE_00623,deny,USER_LAN,SERVER_LAN,3306,mfa,False,auto generated deny rule,0.114,False,cloud_admin,2024-08-14,low
RULE_00624,cloud_boundary,PARTNER_VPN,SERVER_LAN,3306,none,False,auto generated cloud_boundary rule,0.369,True,secops,2025-03-08,medium
RULE_00625,deny,EXTERNAL,EXTERNAL,3306,vpn,False,auto generated deny rule,0.06,False,cloud_admin,2024-04-03,medium
RULE_00626,monitor,MGMT,SERVER_LAN,"8080,8443",mfa,True,auto generated monitor rule,0.395,True,audit_bot,2022-09-30,high
RULE_00627,deny,DMZ,PARTNER_VPN,any,mfa,False,auto generated deny rule,0.39,True,secops,2025-04-13,high
RULE_00628,cloud_boundary,PARTNER_VPN,USER_LAN,restricted,vpn,True,auto generated cloud_boundary rule,0.014,False,netadmin,2023-05-03,low
RULE_00629,cloud_boundary,EXTERNAL,SERVER_LAN,"8080,8443",vpn,False,auto generated cloud_boundary rule,0.25,False,auto_gen,2023-10-04,high
RULE_00630,segmentation,MGMT,SERVER_LAN,3306,tls,False,auto generated segmentation rule,0.16,False,auto_gen,2023-11-30,medium
RULE_00631,cloud_boundary,OT,MGMT,restricted,mfa,True,auto generated cloud_boundary rule,0.143,False,netadmin,2022-11-09,medium
RULE_00632,deny,SERVER_LAN,PARTNER_VPN,3306,mfa,False,auto generated deny rule,0.149,False,secops,2024-06-01,medium
RULE_00633,segmentation,SERVER_LAN,MGMT,restricted,none,True,auto generated segmentation rule,0.154,False,secops,2025-02-25,medium
RULE_00634,cloud_boundary,EXTERNAL,PARTNER_VPN,any,none,False,auto generated cloud_boundary rule,0.017,False,auto_gen,2022-10-07,low
RULE_00635,allow,SERVER_LAN,MGMT,3306,mfa,False,auto generated allow rule,0.391,True,cloud_admin,2023-02-16,low
RULE_00636,monitor,MGMT,MGMT,"80,443",vpn,True,auto generated monitor rule,0.263,False,cloud_admin,2023-09-20,low
RULE_00637,segmentation,MGMT,CLOUD,"80,443",none,True,auto generated segmentation rule,0.231,False,secops,2024-01-09,low
RULE_00638,monitor,OT,PARTNER_VPN,3306,tls,True,auto generated monitor rule,0.338,True,secops,2024-03-01,high
RULE_00639,monitor,SERVER_LAN,MGMT,"8080,8443",vpn,True,auto generated monitor rule,0.297,True,netadmin,2022-12-29,medium
RULE_00640,segmentation,PARTNER_VPN,DMZ,restricted,vpn,True,auto generated segmentation rule,0.395,True,secops,2023-09-08,high
RULE_00641,monitor,DMZ,EXTERNAL,53,none,True,auto generated monitor rule,0.33,True,cloud_admin,2025-09-15,low
RULE_00642,deny,MGMT,PARTNER_VPN,restricted,none,True,auto generated deny rule,0.336,True,secops,2022-10-19,medium
RULE_00643,allow,PARTNER_VPN,DMZ,"80,443",mfa,False,auto generated allow rule,0.219,False,netadmin,2024-03-18,low
RULE_00644,segmentation,OT,SERVER_LAN,3306,mfa,True,auto generated segmentation rule,0.38,True,secops,2025-03-05,low
RULE_00645,monitor,SERVER_LAN,USER_LAN,restricted,mfa,False,auto generated monitor rule,0.105,False,cloud_admin,2024-01-15,low
RULE_00646,deny,OT,PARTNER_VPN,22,vpn,False,auto generated deny rule,0.399,True,audit_bot,2025-10-12,high
RULE_00647,segmentation,USER_LAN,PARTNER_VPN,3306,none,True,auto generated segmentation rule,0.378,True,secops,2025-10-04,high
RULE_00648,allow,DMZ,MGMT,restricted,vpn,True,auto generated allow rule,0.123,False,cloud_admin,2025-03-30,low
RULE_00649,segmentation,USER_LAN,CLOUD,22,vpn,True,auto generated segmentation rule,0.137,False,secops,2023-06-20,high
RULE_00650,monitor,USER_LAN,OT,"8080,8443",vpn,True,auto generated monitor rule,0.222,False,netadmin,2025-01-19,low
RULE_00651,cloud_boundary,USER_LAN,OT,22,none,True,auto generated cloud_boundary rule,0.233,False,audit_bot,2023-06-28,low
RULE_00652,monitor,MGMT,OT,53,none,True,auto generated monitor rule,0.172,False,secops,2024-02-29,medium
RULE_00653,monitor,MGMT,SERVER_LAN,restricted,mfa,False,auto generated monitor rule,0.161,False,cloud_admin,2023-11-19,low
RULE_00654,cloud_boundary,OT,DMZ,53,mfa,False,auto generated cloud_boundary rule,0.077,False,auto_gen,2024-03-06,medium
RULE_00655,monitor,PARTNER_VPN,CLOUD,3306,tls,False,auto generated monitor rule,0.387,True,audit_bot,2023-04-30,high
RULE_00656,segmentation,PARTNER_VPN,MGMT,any,vpn,False,auto generated segmentation rule,0.335,True,cloud_admin,2024-12-02,high
RULE_00657,deny,CLOUD,USER_LAN,22,none,True,auto generated deny rule,0.358,True,audit_bot,2024-06-04,high
RULE_00658,monitor,CLOUD,USER_LAN,53,tls,False,auto generated monitor rule,0.295,True,netadmin,2025-05-30,medium
RULE_00659,monitor,CLOUD,PARTNER_VPN,"80,443",vpn,True,auto generated monitor rule,0.275,False,audit_bot,2024-12-01,medium
RULE_00660,deny,PARTNER_VPN,SERVER_LAN,restricted,mfa,True,auto generated deny rule,0.015,False,auto_gen,2025-03-31,low
RULE_00661,cloud_boundary,OT,PARTNER_VPN,"80,443",vpn,False,auto generated cloud_boundary rule,0.06,False,netadmin,2024-07-24,high
RULE_00662,allow,OT,DMZ,"8080,8443",mfa,True,auto generated allow rule,0.379,True,cloud_admin,2022-09-21,high
RULE_00663,segmentation,USER_LAN,SERVER_LAN,any,tls,False,auto generated segmentation rule,0.024,False,cloud_admin,2025-11-21,low
RULE_00664,allow,DMZ,MGMT,22,mfa,False,auto generated allow rule,0.014,False,netadmin,2023-12-03,low
RULE_00665,cloud_boundary,SERVER_LAN,PARTNER_VPN,3306,tls,True,auto generated cloud_boundary rule,0.147,False,secops,2025-03-10,low
RULE_00666,deny,PARTNER_VPN,SERVER_LAN,restricted,none,False,auto generated deny rule,0.07,False,secops,2023-03-06,medium
RULE_00667,monitor,SERVER_LAN,DMZ,any,vpn,True,auto generated monitor rule,0.334,True,audit_bot,2025-08-25,low
RULE_00668,segmentation,CLOUD,PARTNER_VPN,3306,vpn,True,auto generated segmentation rule,0.33,True,secops,2022-10-26,low
RULE_00669,allow,SERVER_LAN,SERVER_LAN,"80,443",vpn,False,auto generated allow rule,0.071,False,netadmin,2023-06-05,low
RULE_00670,cloud_boundary,OT,PARTNER_VPN,53,mfa,False,auto generated cloud_boundary rule,0.37,True,cloud_admin,2023-02-27,high
RULE_00671,allow,SERVER_LAN,EXTERNAL,restricted,mfa,False,auto generated allow rule,0.393,True,audit_bot,2023-05-10,low
RULE_00672,cloud_boundary,OT,SERVER_LAN,22,mfa,True,auto generated cloud_boundary rule,0.054,False,secops,2023-04-25,low
RULE_00673,deny,USER_LAN,MGMT,restricted,none,False,auto generated deny rule,0.391,True,netadmin,2022-10-02,low
RULE_00674,deny,CLOUD,USER_LAN,3306,tls,True,auto generated deny rule,0.062,False,audit_bot,2025-08-26,medium
RULE_00675,monitor,SERVER_LAN,OT,any,vpn,False,auto generated monitor rule,0.007,False,secops,2023-08-11,medium
RULE_00676,cloud_boundary,OT,EXTERNAL,22,none,False,auto generated cloud_boundary rule,0.234,False,cloud_admin,2025-03-26,low
RULE_00677,segmentation,SERVER_LAN,CLOUD,any,vpn,True,auto generated segmentation rule,0.213,False,netadmin,2023-06-02,medium
RULE_00678,monitor,USER_LAN,SERVER_LAN,22,vpn,True,auto generated monitor rule,0.249,False,secops,2023-04-25,high
RULE_00679,segmentation,USER_LAN,CLOUD,"80,443",vpn,False,auto generated segmentation rule,0.385,True,cloud_admin,2025-09-29,low
RULE_00680,monitor,PARTNER_VPN,OT,any,none,False,auto generated monitor rule,0.23,False,cloud_admin,2025-02-27,medium
RULE_00681,allow,EXTERNAL,USER_LAN,3306,none,True,auto generated allow rule,0.266,False,netadmin,2024-04-11,low
RULE_00682,allow,CLOUD,EXTERNAL,any,mfa,False,auto generated allow rule,0.255,False,secops,2024-05-06,low
RULE_00683,segmentation,USER_LAN,OT,53,tls,False,auto generated segmentation rule,0.272,False,audit_bot,2025-06-23,high
RULE_00684,monitor,PARTNER_VPN,USER_LAN,restricted,mfa,True,auto generated monitor rule,0.168,False,cloud_admin,2024-12-07,high
RULE_00685,monitor,SERVER_LAN,MGMT,"8080,8443",tls,False,auto generated monitor rule,0.157,False,netadmin,2025-01-01,high
RULE_00686,segmentation,EXTERNAL,SERVER_LAN,"80,443",mfa,False,auto generated segmentation rule,0.068,False,secops,2024-01-24,medium
RULE_00687,allow,DMZ,PARTNER_VPN,any,none,True,auto generated allow rule,0.194,False,netadmin,2023-08-01,low
RULE_00688,deny,PARTNER_VPN,PARTNER_VPN,"8080,8443",mfa,False,auto generated deny rule,0.243,False,auto_gen,2025-03-01,high
RULE_00689,deny,CLOUD,DMZ,restricted,none,False,auto generated deny rule,0.192,False,netadmin,2025-06-12,medium
RULE_00690,monitor,SERVER_LAN,MGMT,restricted,none,True,auto generated monitor rule,0.317,True,cloud_admin,2022-12-06,low
RULE_00691,allow,CLOUD,OT,22,vpn,True,auto generated allow rule,0.01,False,audit_bot,2025-02-12,high
RULE_00692,segmentation,MGMT,CLOUD,53,tls,True,auto generated segmentation rule,0.033,False,secops,2022-10-26,high
RULE_00693,monitor,CLOUD,CLOUD,any,mfa,True,auto generated monitor rule,0.177,False,secops,2024-02-24,high
RULE_00694,allow,SERVER_LAN,MGMT,restricted,mfa,False,auto generated allow rule,0.085,False,auto_gen,2022-11-28,high
RULE_00695,cloud_boundary,USER_LAN,OT,restricted,vpn,True,auto generated cloud_boundary rule,0.065,False,auto_gen,2025-12-07,high
RULE_00696,cloud_boundary,USER_LAN,OT,22,vpn,False,auto generated cloud_boundary rule,0.369,True,netadmin,2023-01-23,low
RULE_00697,allow,CLOUD,PARTNER_VPN,53,tls,False,auto generated allow rule,0.305,True,secops,2023-06-07,low
RULE_00698,allow,EXTERNAL,OT,restricted,vpn,True,auto generated allow rule,0.331,True,secops,2025-05-22,high
RULE_00699,deny,CLOUD,PARTNER_VPN,"8080,8443",tls,True,auto generated deny rule,0.148,False,audit_bot,2025-08-24,high
RULE_00700,deny,USER_LAN,CLOUD,restricted,vpn,True,auto generated deny rule,0.2,False,netadmin,2023-04-01,medium
RULE_00701,cloud_boundary,SERVER_LAN,DMZ,3306,tls,True,auto generated cloud_boundary rule,0.259,False,netadmin,2024-06-28,medium
RULE_00702,deny,OT,USER_LAN,any,mfa,True,auto generated deny rule,0.145,False,secops,2022-12-07,medium
RULE_00703,deny,SERVER_LAN,USER_LAN,any,none,False,auto generated deny rule,0.197,False,cloud_admin,2025-01-31,medium
RULE_00704,monitor,SERVER_LAN,PARTNER_VPN,3306,none,True,auto generated monitor rule,0.158,False,audit_bot,2024-02-10,low
RULE_00705,deny,EXTERNAL,DMZ,53,mfa,False,auto generated deny rule,0.262,False,secops,2025-09-11,low
RULE_00706,segmentation,DMZ,SERVER_LAN,53,tls,True,auto generated segmentation rule,0.214,False,cloud_admin,2024-10-01,medium
RULE_00707,deny,USER_LAN,OT,3306,none,True,auto generated deny rule,0.323,True,auto_gen,2024-05-27,medium
RULE_00708,segmentation,PARTNER_VPN,DMZ,any,tls,False,auto generated segmentation rule,0.382,True,cloud_admin,2025-01-07,low
RULE_00709,segmentation,SERVER_LAN,DMZ,22,none,True,auto generated segmentation rule,0.345,True,auto_gen,2023-08-27,medium
RULE_00710,monitor,EXTERNAL,OT,any,mfa,False,auto generated monitor rule,0.318,True,auto_gen,2025-06-15,low
RULE_00711,segmentation,EXTERNAL,PARTNER_VPN,any,vpn,False,auto generated segmentation rule,0.26,False,secops,2025-08-25,high
RULE_00712,monitor,EXTERNAL,CLOUD,any,mfa,False,auto generated monitor rule,0.172,False,secops,2023-06-15,high
RULE_00713,segmentation,DMZ,PARTNER_VPN,"80,443",vpn,True,auto generated segmentation rule,0.062,False,audit_bot,2024-09-28,medium
RULE_00714,monitor,USER_LAN,MGMT,3306,vpn,False,auto generated monitor rule,0.094,False,secops,2025-08-28,medium
RULE_00715,monitor,CLOUD,USER_LAN,any,tls,False,auto generated monitor rule,0.137,False,auto_gen,2025-04-21,low
RULE_00716,allow,EXTERNAL,USER_LAN,any,vpn,True,auto generated allow rule,0.288,True,auto_gen,2023-12-12,low
RULE_00717,segmentation,SERVER_LAN,CLOUD,"80,443",none,False,auto generated segmentation rule,0.107,False,audit_bot,2025-08-23,medium
RULE_00718,deny,OT,PARTNER_VPN,3306,none,True,auto generated deny rule,0.257,False,auto_gen,2023-01-16,medium
RULE_00719,segmentation,EXTERNAL,PARTNER_VPN,"80,443",none,True,auto generated segmentation rule,0.021,False,audit_bot,2024-06-29,low
RULE_00720,cloud_boundary,OT,SERVER_LAN,restricted,vpn,False,auto generated cloud_boundary rule,0.332,True,netadmin,2024-11-29,low
RULE_00721,monitor,CLOUD,MGMT,restricted,tls,True,auto generated monitor rule,0.369,True,audit_bot,2025-02-07,medium
RULE_00722,segmentation,CLOUD,OT,"80,443",none,True,auto generated segmentation rule,0.089,False,audit_bot,2025-02-02,low
RULE_00723,deny,MGMT,USER_LAN,any,mfa,True,auto generated deny rule,0.026,False,cloud_admin,2025-11-16,low
RULE_00724,deny,USER_LAN,DMZ,restricted,tls,False,auto generated deny rule,0.12,False,audit_bot,2024-06-23,high
RULE_00725,allow,OT,CLOUD,any,mfa,True,auto generated allow rule,0.225,False,secops,2023-07-30,low
RULE_00726,monitor,PARTNER_VPN,EXTERNAL,53,vpn,False,auto generated monitor rule,0.379,True,secops,2024-08-09,medium
RULE_00727,cloud_boundary,SERVER_LAN,CLOUD,22,vpn,False,auto generated cloud_boundary rule,0.303,True,cloud_admin,2023-01-30,low
RULE_00728,monitor,DMZ,USER_LAN,restricted,mfa,False,auto generated monitor rule,0.08,False,netadmin,2024-04-30,high
RULE_00729,cloud_boundary,PARTNER_VPN,DMZ,restricted,mfa,False,auto generated cloud_boundary rule,0.162,False,audit_bot,2024-01-19,low
RULE_00730,deny,CLOUD,CLOUD,"8080,8443",vpn,False,auto generated deny rule,0.167,False,secops,2022-11-30,low
