account_id,provider,tenant_id,account_type,owner_identity,criticality
CA00486,Azure,az-65900,automation_account,ID_00599,4
CA00487,Azure,az-56585,billing_account,ID_01989,4
CA00488,Oracle,oci-58702,automation_account,ID_01149,3
CA00489,DigitalOcean,do-60994,billing_account,ID_00945,4
CA00490,AWS,aws-37507,automation_account,ID_01392,4
CA00491,Oracle,oci-81947,read_only_account,ID_01420,3
CA00492,DigitalOcean,do-83558,read_only_account,ID_01135,3
CA00493,Azure,az-36793,automation_account,ID_00620,3
CA00494,DigitalOcean,do-65885,service_account,ID_01062,3
CA00495,GCP,gcp-33268,billing_account,ID_00699,5
CA00496,AWS,aws-50395,admin_account,ID_00725,4
CA00497,GCP,gcp-83362,automation_account,ID_01277,3
CA00498,DigitalOcean,do-84242,billing_account,ID_01218,5
CA00499,Oracle,oci-75679,billing_account,ID_01337,4
CA00500,AWS,aws-55045,read_only_account,ID_01716,1
CA00501,AWS,aws-98635,automation_account,ID_01677,3
CA00502,Oracle,oci-82066,human_user,ID_01289,1
CA00503,DigitalOcean,do-54519,billing_account,ID_00520,4
CA00504,AWS,aws-83543,billing_account,ID_01517,4
CA00505,AWS,aws-20454,service_account,ID_00379,3
CA00506,AWS,aws-35427,admin_account,ID_01802,4
CA00507,DigitalOcean,do-10916,billing_account,ID_00960,4
CA00508,Oracle,oci-62604,automation_account,ID_00545,4
CA00509,Oracle,oci-62796,billing_account,ID_00036,4
CA00510,Oracle,oci-61902,admin_account,ID_01009,5
CA00511,AWS,aws-37479,human_user,ID_01424,1
CA00512,AWS,aws-54035,admin_account,ID_00530,5
CA00513,Oracle,oci-63304,human_user,ID_01870,1
CA00514,GCP,gcp-84703,billing_account,ID_01166,5
CA00515,Oracle,oci-15719,automation_account,ID_00970,3
CA00516,GCP,gcp-85440,automation_account,ID_00090,3
CA00517,DigitalOcean,do-46119,admin_account,ID_00061,4
CA00518,GCP,gcp-54897,human_user,ID_01596,3
CA00519,GCP,gcp-18929,automation_account,ID_00662,4
CA00520,DigitalOcean,do-89921,human_user,ID_01371,2
CA00521,DigitalOcean,do-87397,admin_account,ID_00604,5
CA00522,AWS,aws-81129,read_only_account,ID_01529,1
CA00523,GCP,gcp-33195,automation_account,ID_00903,3
CA00524,DigitalOcean,do-60641,read_only_account,ID_00518,2
CA00525,AWS,aws-19327,service_account,ID_01005,3
CA00526,AWS,aws-27678,admin_account,ID_01413,5
CA00527,GCP,gcp-90190,automation_account,ID_01283,3
CA00528,Azure,az-42899,billing_account,ID_00398,4
CA00529,Oracle,oci-20776,billing_account,ID_01204,4
CA00530,Azure,az-40724,admin_account,ID_00180,4
CA00531,DigitalOcean,do-61203,service_account,ID_01963,4
CA00532,Oracle,oci-27051,admin_account,ID_01385,5
CA00533,Azure,az-63927,automation_account,ID_00166,4
CA00534,GCP,gcp-80805,automation_account,ID_00510,3
CA00535,Azure,az-90085,human_user,ID_01598,1
CA00536,Oracle,oci-44593,automation_account,ID_00110,4
CA00537,Oracle,oci-85321,billing_account,ID_01475,4
CA00538,Oracle,oci-47024,read_only_account,ID_01780,2
CA00539,AWS,aws-71196,read_only_account,ID_01182,2
CA00540,GCP,gcp-86213,billing_account,ID_00320,4
CA00541,AWS,aws-85237,billing_account,ID_00371,4
CA00542,AWS,aws-73937,billing_account,ID_00590,4
CA00543,Oracle,oci-31711,read_only_account,ID_01305,2
CA00544,AWS,aws-77142,human_user,ID_01001,3
CA00545,DigitalOcean,do-32478,admin_account,ID_00843,4
CA00546,Oracle,oci-49329,read_only_account,ID_00681,1
CA00547,GCP,gcp-33865,read_only_account,ID_00071,2
CA00548,AWS,aws-69271,automation_account,ID_00494,4
CA00549,DigitalOcean,do-96283,service_account,ID_00058,3
CA00550,DigitalOcean,do-41903,automation_account,ID_01380,4
CA00551,GCP,gcp-13170,admin_account,ID_00298,4
CA00552,GCP,gcp-69710,service_account,ID_01418,3
CA00553,Oracle,oci-71317,billing_account,ID_00526,4
CA00554,GCP,gcp-22353,billing_account,ID_01139,4
CA00555,AWS,aws-98742,automation_account,ID_01107,3
CA00556,AWS,aws-45362,admin_account,ID_01545,5
CA00557,GCP,gcp-70512,admin_account,ID_00471,4
CA00558,Azure,az-76582,service_account,ID_00087,3
CA00559,DigitalOcean,do-46205,automation_account,ID_01634,4
CA00560,Azure,az-49663,billing_account,ID_01139,4
CA00561,GCP,gcp-54759,service_account,ID_01785,3
CA00562,DigitalOcean,do-18864,service_account,ID_00954,3
CA00563,AWS,aws-95544,service_account,ID_00898,4
CA00564,DigitalOcean,do-40251,billing_account,ID_01219,4
CA00565,DigitalOcean,do-69374,service_account,ID_00950,3
CA00566,Oracle,oci-52419,admin_account,ID_00931,4
CA00567,GCP,gcp-90540,automation_account,ID_00855,4
CA00568,GCP,gcp-15420,admin_account,ID_01402,4
CA00569,Azure,az-27671,admin_account,ID_01879,5
CA00570,AWS,aws-55445,human_user,ID_01669,1
CA00571,DigitalOcean,do-25003,human_user,ID_01235,2
CA00572,Oracle,oci-47800,human_user,ID_01701,1
CA00573,Oracle,oci-61106,admin_account,ID_01940,5
CA00574,GCP,gcp-59739,automation_account,ID_01844,4
CA00575,AWS,aws-38541,automation_account,ID_01969,4
CA00576,AWS,aws-66606,billing_account,ID_01862,5
CA00577,AWS,aws-72699,service_account,ID_01993,3
CA00578,Azure,az-71562,service_account,ID_00860,3
CA00579,AWS,aws-64075,admin_account,ID_01582,5
CA00580,AWS,aws-56316,human_user,ID_01703,1
CA00581,GCP,gcp-60749,read_only_account,ID_00255,2
CA00582,AWS,aws-85378,billing_account,ID_00192,4
CA00583,Azure,az-92164,billing_account,ID_01549,5
CA00584,GCP,gcp-10637,human_user,ID_00758,3
CA00585,DigitalOcean,do-43859,automation_account,ID_00842,4
CA00586,DigitalOcean,do-32203,service_account,ID_01987,4
CA00587,Oracle,oci-61115,admin_account,ID_00780,4
CA00588,Oracle,oci-56677,human_user,ID_01804,2
CA00589,DigitalOcean,do-81165,read_only_account,ID_00229,2
CA00590,AWS,aws-42805,automation_account,ID_00470,4
CA00591,Oracle,oci-54683,service_account,ID_00300,3
CA00592,Oracle,oci-52751,billing_account,ID_00877,5
CA00593,DigitalOcean,do-85993,billing_account,ID_00788,5
CA00594,DigitalOcean,do-21827,human_user,ID_00969,2
CA00595,AWS,aws-38674,read_only_account,ID_00124,2
CA00596,Azure,az-72812,automation_account,ID_00250,4
CA00597,Azure,az-19136,automation_account,ID_00366,3
CA00598,AWS,aws-87290,read_only_account,ID_01082,2
CA00599,DigitalOcean,do-45032,service_account,ID_00288,3
CA00600,DigitalOcean,do-19204,admin_account,ID_00644,4
CA00601,GCP,gcp-91074,billing_account,ID_01491,5
CA00602,Azure,az-73319,automation_account,ID_00664,3
CA00603,DigitalOcean,do-82163,read_only_account,ID_00424,3
CA00604,Azure,az-38414,read_only_account,ID_01811,3
CA00605,Oracle,oci-45030,automation_account,ID_01339,4
CA00606,Oracle,oci-67088,billing_account,ID_01164,5
CA00607,Oracle,oci-31188,automation_account,ID_01405,4
CA00608,Azure,az-17503,automation_account,ID_01134,3
CA00609,AWS,aws-45673,service_account,ID_01386,3
CA00610,AWS,aws-30500,billing_account,ID_01490,5
CA00611,AWS,aws-42377,automation_account,ID_01874,4
CA00612,GCP,gcp-73661,billing_account,ID_00281,5
CA00613,GCP,gcp-82668,automation_account,ID_01132,4
CA00614,Oracle,oci-95576,read_only_account,ID_00300,2
CA00615,GCP,gcp-14429,read_only_account,ID_01882,1
CA00616,DigitalOcean,do-91523,service_account,ID_00008,3
CA00617,Oracle,oci-75872,read_only_account,ID_01798,2
CA00618,DigitalOcean,do-93097,admin_account,ID_00372,5
CA00619,GCP,gcp-92858,automation_account,ID_00063,3
CA00620,GCP,gcp-88642,automation_account,ID_01220,3
CA00621,DigitalOcean,do-43917,billing_account,ID_01618,5
CA00622,AWS,aws-50040,automation_account,ID_00146,4
CA00623,DigitalOcean,do-40424,automation_account,ID_01707,4
CA00624,Oracle,oci-37748,admin_account,ID_00872,5
CA00625,GCP,gcp-92633,service_account,ID_01252,4
CA00626,GCP,gcp-40233,admin_account,ID_01501,4
CA00627,AWS,aws-79063,admin_account,ID_00186,5
CA00628,AWS,aws-60942,human_user,ID_00406,2
CA00629,DigitalOcean,do-57183,automation_account,ID_01791,3
CA00630,Azure,az-66753,service_account,ID_00728,4
CA00631,GCP,gcp-23300,billing_account,ID_00708,4
CA00632,GCP,gcp-88102,human_user,ID_01034,1
CA00633,Oracle,oci-65642,service_account,ID_00924,3
CA00634,DigitalOcean,do-43450,service_account,ID_00506,4
CA00635,Azure,az-85292,human_user,ID_00887,1
CA00636,GCP,gcp-17757,billing_account,ID_01839,4
CA00637,GCP,gcp-33581,read_only_account,ID_00213,3
CA00638,DigitalOcean,do-88854,human_user,ID_00004,3
CA00639,DigitalOcean,do-94099,admin_account,ID_01473,5
CA00640,GCP,gcp-86764,billing_account,ID_01217,5
CA00641,Oracle,oci-41260,admin_account,ID_00382,4
CA00642,Oracle,oci-31088,admin_account,ID_01642,5
CA00643,Azure,az-43060,human_user,ID_00149,1
CA00644,AWS,aws-85539,service_account,ID_00725,4
CA00645,GCP,gcp-30183,service_account,ID_01137,4
CA00646,Oracle,oci-94928,admin_account,ID_01026,4
CA00647,GCP,gcp-67708,billing_account,ID_00317,4
CA00648,Oracle,oci-40353,billing_account,ID_01854,4
CA00649,GCP,gcp-24449,billing_account,ID_00778,5
CA00650,Azure,az-16686,admin_account,ID_00690,4
CA00651,Azure,az-41609,admin_account,ID_00355,5
CA00652,AWS,aws-41476,billing_account,ID_00784,4
CA00653,Azure,az-91589,human_user,ID_01277,3
CA00654,DigitalOcean,do-41874,billing_account,ID_00451,4
CA00655,Azure,az-60021,admin_account,ID_01731,4
CA00656,AWS,aws-22590,billing_account,ID_00884,4
CA00657,AWS,aws-54201,admin_account,ID_01258,5
CA00658,Oracle,oci-12475,read_only_account,ID_00006,2
CA00659,DigitalOcean,do-25223,admin_account,ID_01399,5
CA00660,GCP,gcp-35429,human_user,ID_01005,1
CA00661,DigitalOcean,do-19212,billing_account,ID_00882,5
CA00662,Azure,az-87442,admin_account,ID_01507,4
CA00663,Azure,az-14251,service_account,ID_00918,4
CA00664,DigitalOcean,do-70285,admin_account,ID_01177,5
CA00665,GCP,gcp-32680,automation_account,ID_01212,4
CA00666,GCP,gcp-90316,service_account,ID_00973,4
CA00667,Azure,az-61557,human_user,ID_01127,1
CA00668,Azure,az-62310,automation_account,ID_00541,3
CA00669,GCP,gcp-20267,admin_account,ID_01828,5
CA00670,GCP,gcp-25495,admin_account,ID_00670,4
CA00671,GCP,gcp-36382,billing_account,ID_00051,5
CA00672,Azure,az-61973,read_only_account,ID_00313,1
CA00673,Azure,az-76549,automation_account,ID_01180,3
CA00674,GCP,gcp-62327,billing_account,ID_00527,4
CA00675,AWS,aws-73605,admin_account,ID_01136,4
CA00676,Azure,az-13659,human_user,ID_00380,3
CA00677,DigitalOcean,do-76181,human_user,ID_00756,3
CA00678,AWS,aws-80579,admin_account,ID_01787,4
CA00679,AWS,aws-66479,billing_account,ID_00284,4
CA00680,Azure,az-93605,read_only_account,ID_01242,1
CA00681,DigitalOcean,do-95791,read_only_account,ID_01903,2
CA00682,Azure,az-96371,automation_account,ID_00802,4
CA00683,Oracle,oci-40286,human_user,ID_01994,2
CA00684,Azure,az-69884,service_account,ID_01477,3
CA00685,DigitalOcean,do-13249,human_user,ID_00216,1
CA00686,GCP,gcp-86022,read_only_account,ID_00219,3
CA00687,Oracle,oci-14516,admin_account,ID_00834,4
CA00688,GCP,gcp-42876,service_account,ID_00532,4
CA00689,DigitalOcean,do-87657,automation_account,ID_00683,4
CA00690,Azure,az-60151,human_user,ID_01467,2
CA00691,Oracle,oci-96303,billing_account,ID_00770,4
CA00692,Azure,az-63205,human_user,ID_01849,2
CA00693,AWS,aws-55135,human_user,ID_01261,1
CA00694,AWS,aws-62329,automation_account,ID_01456,3
CA00695,Oracle,oci-31882,human_user,ID_01844,3
CA00696,Azure,az-73288,admin_account,ID_00944,5
CA00697,AWS,aws-98632,read_only_account,ID_00391,3
CA00698,DigitalOcean,do-25407,billing_account,ID_01110,4
CA00699,AWS,aws-71373,human_user,ID_01682,2
CA00700,Oracle,oci-84401,service_account,ID_01825,4
CA00701,AWS,aws-73325,automation_account,ID_00835,3
CA00702,GCP,gcp-56894,service_account,ID_01918,3
CA00703,GCP,gcp-19635,admin_account,ID_01452,5
CA00704,DigitalOcean,do-21341,read_only_account,ID_01402,3
CA00705,Oracle,oci-15442,human_user,ID_01274,2
CA00706,AWS,aws-99143,read_only_account,ID_00323,2
CA00707,DigitalOcean,do-52258,service_account,ID_00948,3
CA00708,AWS,aws-61694,admin_account,ID_01193,4
CA00709,Azure,az-24910,read_only_account,ID_00484,1
CA00710,Oracle,oci-30637,read_only_account,ID_00559,2
CA00711,AWS,aws-92371,read_only_account,ID_01460,2
CA00712,GCP,gcp-63192,service_account,ID_00661,4
CA00713,DigitalOcean,do-82251,billing_account,ID_01777,4
CA00714,DigitalOcean,do-48161,billing_account,ID_00897,4
CA00715,Azure,az-82866,read_only_account,ID_00097,3
CA00716,Oracle,oci-11547,read_only_account,ID_00492,3
CA00717,GCP,gcp-76125,automation_account,ID_00775,3
CA00718,Azure,az-59963,automation_account,ID_00312,4
CA00719,Azure,az-82468,admin_account,ID_00885,5
CA00720,Oracle,oci-29223,automation_account,ID_00088,3
CA00721,GCP,gcp-81124,read_only_account,ID_00409,1
CA00722,AWS,aws-65201,admin_account,ID_01154,4
CA00723,Oracle,oci-90139,billing_account,ID_00532,4
CA00724,Oracle,oci-16893,human_user,ID_01513,1
CA00725,GCP,gcp-93733,billing_account,ID_00145,4
CA00726,Azure,az-51632,service_account,ID_00064,3
CA00727,GCP,gcp-13139,human_user,ID_01765,3
CA00728,Oracle,oci-81498,billing_account,ID_00916,5
CA00729,DigitalOcean,do-62795,automation_account,ID_01363,4
CA00730,DigitalOcean,do-24850,admin_account,ID_00912,4
CA00731,AWS,aws-16989,admin_account,ID_01153,4
CA00732,AWS,aws-94305,human_user,ID_01626,2
CA00733,AWS,aws-90159,service_account,ID_01513,4
CA00734,AWS,aws-74305,automation_account,ID_00320,3
CA00735,Azure,az-95743,admin_account,ID_00932,4
CA00736,AWS,aws-11665,human_user,ID_00270,2
CA00737,GCP,gcp-29529,admin_account,ID_00473,5
CA00738,Oracle,oci-40951,read_only_account,ID_01730,1
CA00739,DigitalOcean,do-32675,billing_account,ID_01704,4
CA00740,AWS,aws-52184,automation_account,ID_00284,3
CA00741,Oracle,oci-68042,read_only_account,ID_00403,1
CA00742,Azure,az-55936,admin_account,ID_01623,5
CA00743,GCP,gcp-97328,read_only_account,ID_01619,1
CA00744,DigitalOcean,do-45753,service_account,ID_00920,3
CA00745,Oracle,oci-29295,service_account,ID_01374,4
CA00746,AWS,aws-76338,service_account,ID_01998,4
CA00747,AWS,aws-73259,billing_account,ID_00436,5
CA00748,Azure,az-34228,read_only_account,ID_00035,1
CA00749,Azure,az-60613,admin_account,ID_01500,4
CA00750,GCP,gcp-17021,human_user,ID_00750,1
CA00751,DigitalOcean,do-39335,billing_account,ID_00500,5
CA00752,AWS,aws-44887,billing_account,ID_00466,4
CA00753,DigitalOcean,do-14557,admin_account,ID_00649,5
CA00754,AWS,aws-26419,billing_account,ID_01993,4
CA00755,GCP,gcp-89453,billing_account,ID_01291,5
CA00756,Azure,az-68904,billing_account,ID_01337,4
CA00757,DigitalOcean,do-51333,service_account,ID_01398,3
CA00758,DigitalOcean,do-96169,human_user,ID_01571,1
CA00759,Azure,az-62783,service_account,ID_00261,4
CA00760,DigitalOcean,do-62545,admin_account,ID_00566,5
CA00761,Oracle,oci-32414,automation_account,ID_00583,4
CA00762,GCP,gcp-97030,human_user,ID_01567,3
CA00763,Oracle,oci-32466,automation_account,ID_01968,3
CA00764,Azure,az-77159,read_only_account,ID_00380,1
CA00765,Azure,az-43663,automation_account,ID_00920,4
CA00766,Azure,az-63230,automation_account,ID_01244,4
CA00767,DigitalOcean,do-89712,human_user,ID_01045,3
CA00768,AWS,aws-88467,billing_account,ID_00775,5
CA00769,AWS,aws-41001,admin_account,ID_01850,4
CA00770,GCP,gcp-48294,service_account,ID_01389,4
CA00771,Oracle,oci-64873,human_user,ID_01965,2
CA00772,DigitalOcean,do-12674,human_user,ID_00845,3
CA00773,Oracle,oci-92154,service_account,ID_00686,4
CA00774,DigitalOcean,do-16173,human_user,ID_00502,1
CA00775,DigitalOcean,do-17943,automation_account,ID_01457,4
CA00776,GCP,gcp-69323,service_account,ID_00150,4
CA00777,Oracle,oci-92416,service_account,ID_00165,4
CA00778,AWS,aws-11220,billing_account,ID_01166,4
CA00779,GCP,gcp-89780,service_account,ID_00560,4
CA00780,AWS,aws-91566,automation_account,ID_01197,4
CA00781,AWS,aws-14552,billing_account,ID_01946,4
CA00782,GCP,gcp-51248,billing_account,ID_01464,4
CA00783,GCP,gcp-16565,human_user,ID_01383,1
CA00784,Oracle,oci-20933,human_user,ID_01961,3
CA00785,GCP,gcp-44596,admin_account,ID_00452,5
CA00786,DigitalOcean,do-32531,human_user,ID_00822,3
CA00787,Azure,az-72754,service_account,ID_01608,3
CA00788,DigitalOcean,do-20917,read_only_account,ID_01100,1
CA00789,GCP,gcp-48039,billing_account,ID_00484,5
CA00790,Oracle,oci-75493,admin_account,ID_00114,5
CA00791,AWS,aws-78105,human_user,ID_00058,1
CA00792,DigitalOcean,do-93461,billing_account,ID_01166,5
CA00793,Azure,az-75110,service_account,ID_01667,4
CA00794,Azure,az-82905,read_only_account,ID_01873,2
CA00795,Azure,az-44320,read_only_account,ID_01643,2
CA00796,AWS,aws-48524,human_user,ID_01955,3
CA00797,Azure,az-67576,service_account,ID_00466,4
CA00798,AWS,aws-28336,admin_account,ID_00476,4
CA00799,DigitalOcean,do-24462,automation_account,ID_00025,3
CA00800,GCP,gcp-96966,human_user,ID_01565,3
CA00801,Oracle,oci-95400,automation_account,ID_00333,4
CA00802,AWS,aws-96098,billing_account,ID_00503,4
CA00803,GCP,gcp-21724,billing_account,ID_00479,5
CA00804,Azure,az-57565,read_only_account,ID_00901,3
CA00805,AWS,aws-17507,admin_account,ID_01379,4
CA00806,AWS,aws-93689,admin_account,ID_01567,5
CA00807,Azure,az-65261,billing_account,ID_00620,5
CA00808,GCP,gcp-41548,read_only_account,ID_00399,2
CA00809,Oracle,oci-51395,automation_account,ID_00062,3
CA00810,GCP,gcp-48519,billing_account,ID_01430,4
CA00811,AWS,aws-45323,billing_account,ID_00867,5
CA00812,DigitalOcean,do-92092,read_only_account,ID_01516,3
CA00813,DigitalOcean,do-68875,admin_account,ID_00501,4
CA00814,Azure,az-99031,human_user,ID_01177,3
CA00815,AWS,aws-24095,automation_account,ID_01464,3
CA00816,Oracle,oci-60946,human_user,ID_00265,1
CA00817,AWS,aws-78207,billing_account,ID_01259,5
CA00818,Azure,az-64151,service_account,ID_01489,4
CA00819,DigitalOcean,do-48092,human_user,ID_00154,1
CA00820,GCP,gcp-76596,admin_account,ID_01045,4
CA00821,GCP,gcp-99510,human_user,ID_00632,3
CA00822,AWS,aws-34077,human_user,ID_00807,2
CA00823,Azure,az-55465,admin_account,ID_00649,4
CA00824,DigitalOcean,do-74169,billing_account,ID_00459,5
CA00825,AWS,aws-45042,service_account,ID_01799,3
CA00826,GCP,gcp-26308,automation_account,ID_01135,3
CA00827,AWS,aws-13412,automation_account,ID_01892,3
CA00828,GCP,gcp-53176,service_account,ID_00479,4
CA00829,GCP,gcp-67722,billing_account,ID_01009,4
CA00830,DigitalOcean,do-11443,automation_account,ID_00354,3
CA00831,Oracle,oci-30203,billing_account,ID_01259,4
CA00832,Oracle,oci-60118,service_account,ID_00567,4
CA00833,AWS,aws-14900,read_only_account,ID_01819,3
CA00834,Oracle,oci-87335,read_only_account,ID_00236,2
CA00835,AWS,aws-23821,automation_account,ID_01755,4
CA00836,Azure,az-98351,billing_account,ID_00456,5
CA00837,Azure,az-97829,service_account,ID_00132,4
CA00838,Oracle,oci-17909,service_account,ID_01074,3
CA00839,Azure,az-77386,admin_account,ID_00693,4
CA00840,Oracle,oci-72198,human_user,ID_01822,3
CA00841,DigitalOcean,do-48724,read_only_account,ID_01881,2
CA00842,Azure,az-55423,billing_account,ID_01498,5
CA00843,AWS,aws-12660,billing_account,ID_00479,4
CA00844,DigitalOcean,do-60954,service_account,ID_01147,3
CA00845,Oracle,oci-56798,automation_account,ID_01088,3
CA00846,Azure,az-26028,billing_account,ID_00181,4
CA00847,DigitalOcean,do-67268,human_user,ID_01428,3
CA00848,DigitalOcean,do-73598,read_only_account,ID_00331,3
CA00849,DigitalOcean,do-34633,human_user,ID_01409,1
CA00850,Oracle,oci-86712,service_account,ID_00659,4
CA00851,Azure,az-18335,service_account,ID_01450,4
CA00852,Oracle,oci-19267,read_only_account,ID_01782,3
CA00853,DigitalOcean,do-85501,admin_account,ID_01306,5
CA00854,AWS,aws-85857,read_only_account,ID_00559,2
CA00855,GCP,gcp-16401,automation_account,ID_00247,3
CA00856,DigitalOcean,do-57912,service_account,ID_00376,3
CA00857,AWS,aws-23998,service_account,ID_01292,4
CA00858,DigitalOcean,do-17632,service_account,ID_01572,3
CA00859,AWS,aws-30178,admin_account,ID_00193,5
CA00860,GCP,gcp-41284,automation_account,ID_01250,4
CA00861,Oracle,oci-17842,automation_account,ID_01544,3
CA00862,AWS,aws-94986,service_account,ID_01187,4
CA00863,DigitalOcean,do-42248,automation_account,ID_00211,4
CA00864,GCP,gcp-62673,service_account,ID_01206,3
CA00865,Azure,az-51573,admin_account,ID_00230,4
CA00866,DigitalOcean,do-75707,automation_account,ID_00653,4
CA00867,GCP,gcp-18739,automation_account,ID_00531,3
CA00868,Oracle,oci-18786,billing_account,ID_01101,4
CA00869,Azure,az-74228,billing_account,ID_00505,4
CA00870,DigitalOcean,do-25080,admin_account,ID_00089,4
CA00871,Oracle,oci-45380,read_only_account,ID_01610,1
CA00872,AWS,aws-43667,service_account,ID_01481,3
CA00873,Azure,az-92854,billing_account,ID_00509,4
CA00874,Azure,az-81844,automation_account,ID_01714,4
CA00875,Oracle,oci-37653,billing_account,ID_01424,4
CA00876,AWS,aws-28568,billing_account,ID_00574,4
CA00877,GCP,gcp-91602,read_only_account,ID_01651,2
CA00878,GCP,gcp-26788,read_only_account,ID_01870,2
CA00879,GCP,gcp-14048,service_account,ID_00026,4
CA00880,DigitalOcean,do-60510,human_user,ID_00593,3
CA00881,DigitalOcean,do-21996,service_account,ID_01485,4
CA00882,DigitalOcean,do-59583,service_account,ID_00915,4
CA00883,Oracle,oci-48251,automation_account,ID_00962,3
CA00884,AWS,aws-50893,automation_account,ID_01577,4
CA00885,Azure,az-21793,billing_account,ID_01992,4
CA00886,Oracle,oci-39826,human_user,ID_00108,2
CA00887,DigitalOcean,do-87045,human_user,ID_01011,3
CA00888,DigitalOcean,do-39954,automation_account,ID_00794,4
CA00889,AWS,aws-98549,billing_account,ID_00149,5
CA00890,Azure,az-44042,automation_account,ID_01250,4
CA00891,Oracle,oci-12706,service_account,ID_01288,4
CA00892,Oracle,oci-13229,service_account,ID_00980,3
CA00893,GCP,gcp-32318,read_only_account,ID_01036,2
CA00894,AWS,aws-31983,read_only_account,ID_00384,3
CA00895,DigitalOcean,do-64441,read_only_account,ID_00652,3
CA00896,GCP,gcp-34783,billing_account,ID_01392,4
CA00897,GCP,gcp-92282,service_account,ID_01534,3
CA00898,AWS,aws-48502,service_account,ID_01435,4
CA00899,GCP,gcp-23106,service_account,ID_00493,3
CA00900,Oracle,oci-79420,service_account,ID_00743,3
CA00901,AWS,aws-23600,service_account,ID_00452,4
CA00902,GCP,gcp-69775,admin_account,ID_01585,4
CA00903,AWS,aws-40994,admin_account,ID_01623,4
CA00904,DigitalOcean,do-45981,automation_account,ID_00221,4
CA00905,AWS,aws-68741,human_user,ID_00693,1
CA00906,DigitalOcean,do-91699,admin_account,ID_01143,4
CA00907,DigitalOcean,do-76970,admin_account,ID_01779,4
CA00908,Oracle,oci-38458,human_user,ID_01256,2
CA00909,GCP,gcp-45610,automation_account,ID_01323,4
CA00910,Oracle,oci-49461,human_user,ID_00219,1
CA00911,GCP,gcp-88632,billing_account,ID_01276,4
CA00912,DigitalOcean,do-74431,human_user,ID_01530,3
CA00913,GCP,gcp-58563,read_only_account,ID_00932,1
CA00914,DigitalOcean,do-26592,admin_account,ID_01658,4
CA00915,Azure,az-29759,automation_account,ID_00008,3
CA00916,AWS,aws-11131,read_only_account,ID_00140,1
CA00917,AWS,aws-68425,automation_account,ID_00899,4
CA00918,AWS,aws-83514,read_only_account,ID_00116,1
CA00919,Azure,az-42113,service_account,ID_00814,3
CA00920,DigitalOcean,do-70543,automation_account,ID_01377,4
CA00921,Azure,az-93281,human_user,ID_00750,1
CA00922,Azure,az-38876,service_account,ID_00424,4
CA00923,DigitalOcean,do-16370,service_account,ID_00287,3
CA00924,Oracle,oci-15318,automation_account,ID_01297,4
CA00925,GCP,gcp-84647,service_account,ID_00966,4
CA00926,AWS,aws-16029,billing_account,ID_01419,5
CA00927,Azure,az-95522,automation_account,ID_00757,4
CA00928,AWS,aws-17197,read_only_account,ID_00757,2
CA00929,Oracle,oci-98148,human_user,ID_01906,1
CA00930,Azure,az-93581,read_only_account,ID_00530,3
CA00931,DigitalOcean,do-28848,human_user,ID_00714,3
CA00932,DigitalOcean,do-65479,read_only_account,ID_00273,2
CA00933,DigitalOcean,do-67044,service_account,ID_00346,4
CA00934,DigitalOcean,do-97206,automation_account,ID_01685,3
CA00935,DigitalOcean,do-27203,admin_account,ID_01739,4
CA00936,Oracle,oci-30857,admin_account,ID_01452,5
CA00937,Azure,az-99585,service_account,ID_00375,3
CA00938,AWS,aws-57479,automation_account,ID_00800,3
CA00939,Azure,az-24612,automation_account,ID_01246,3
CA00940,GCP,gcp-24811,read_only_account,ID_01899,2
CA00941,Azure,az-38457,automation_account,ID_01935,4
CA00942,DigitalOcean,do-84414,human_user,ID_00433,1
CA00943,GCP,gcp-34269,admin_account,ID_01771,4
CA00944,Azure,az-37987,service_account,ID_00826,4
CA00945,Oracle,oci-13934,human_user,ID_01679,1
CA00946,Oracle,oci-25547,admin_account,ID_01400,5
CA00947,Azure,az-93928,automation_account,ID_01187,4
CA00948,Azure,az-47531,automation_account,ID_00503,4
CA00949,AWS,aws-33007,admin_account,ID_00337,5
CA00950,Azure,az-62052,billing_account,ID_01749,5
CA00951,DigitalOcean,do-25284,service_account,ID_01619,3
CA00952,Azure,az-62748,billing_account,ID_00313,4
CA00953,Azure,az-87085,billing_account,ID_00069,4
CA00954,AWS,aws-14650,automation_account,ID_00461,3
CA00955,Azure,az-21652,automation_account,ID_01160,3
CA00956,Azure,az-33206,admin_account,ID_00915,5
CA00957,DigitalOcean,do-26057,automation_account,ID_01022,4
CA00958,Azure,az-33053,human_user,ID_00335,3
CA00959,Azure,az-85398,billing_account,ID_01883,4
CA00960,GCP,gcp-59811,automation_account,ID_00415,3
CA00961,DigitalOcean,do-44453,read_only_account,ID_00938,3
CA00962,DigitalOcean,do-37663,billing_account,ID_01295,4
CA00963,GCP,gcp-86008,human_user,ID_01595,1
CA00964,Azure,az-51622,billing_account,ID_01527,5
CA00965,GCP,gcp-74294,service_account,ID_00597,4
CA00966,Azure,az-90596,human_user,ID_01639,3
CA00967,Oracle,oci-89138,billing_account,ID_00785,5
CA00968,Oracle,oci-91108,service_account,ID_01678,4
CA00969,DigitalOcean,do-29018,read_only_account,ID_00470,2
CA00970,AWS,aws-43622,admin_account,ID_00836,4
CA00971,DigitalOcean,do-35991,read_only_account,ID_01157,1
CA00972,GCP,gcp-18336,admin_account,ID_00533,4
