node_id,type,zone,vlan,criticality,has_edr,is_exposed_to_internet,os_family,role,monitoring_level,policy_violation,is_hard_target,is_misconfigured_asset,is_bridge_asset
N00336,host,DMZ,115,3,False,False,Embedded,monitoring,low,False,False,False,False
N00337,proxy,DMZ,116,3,True,False,Embedded,domain_controller,none,False,False,False,False
N00338,iot,DMZ,117,1,True,False,CiscoIOS,monitoring,none,False,False,False,False
N00339,plc,DMZ,118,1,True,False,Embedded,hmi,low,False,False,False,False
N00340,plc,DMZ,119,2,False,False,Unknown,email,low,False,False,False,False
N00341,plc,DMZ,110,3,True,False,Embedded,email,low,False,False,False,False
N00342,iot,DMZ,111,4,True,False,ESXi,email,none,False,False,False,False
N00343,svc_account,DMZ,112,1,True,False,Windows,database,high,False,False,False,False
N00344,iot,DMZ,113,3,True,False,Linux,web,low,False,False,False,False
N00345,iot,DMZ,114,2,True,False,Unknown,database,low,False,False,False,False
N00346,host,DMZ,115,1,False,False,Linux,app,low,False,False,False,False
N00347,app,DMZ,116,3,True,False,CiscoIOS,jump_host,low,False,False,False,False
N00348,host,DMZ,117,3,True,False,CiscoIOS,idp,high,False,False,False,False
N00349,host,DMZ,118,1,True,False,CiscoIOS,jump_host,low,False,False,False,False
N00350,plc,DMZ,119,4,False,False,ESXi,email,medium,True,False,False,True
N00351,fw,DMZ,110,3,True,True,Windows,idp,low,False,False,False,False
N00352,host,DMZ,111,4,True,False,ESXi,monitoring,medium,False,False,True,False
N00353,host,DMZ,112,4,False,False,Unknown,email,low,False,False,False,False
N00354,svc_account,DMZ,113,5,False,False,Embedded,database,high,False,True,False,False
N00355,host,DMZ,114,1,True,True,Linux,domain_controller,none,False,False,False,False
N00356,router,DMZ,115,4,True,False,Embedded,hmi,none,False,False,False,False
N00357,iot,DMZ,116,4,True,False,ESXi,email,low,False,False,False,False
N00358,db,DMZ,117,3,True,False,ESXi,idp,low,False,False,False,False
N00359,router,DMZ,118,2,True,False,Linux,idp,low,False,False,False,False
N00360,plc,DMZ,119,2,True,False,Unknown,app,high,False,False,False,False
N00361,proxy,DMZ,110,3,True,False,CiscoIOS,hmi,medium,False,False,False,False
N00362,iot,DMZ,111,2,True,False,Linux,idp,none,False,False,False,False
N00363,iot,DMZ,112,4,True,False,CiscoIOS,backup,low,False,False,False,False
N00364,iot,DMZ,113,5,False,False,Linux,monitoring,high,False,True,False,False
N00365,iot,DMZ,114,2,True,False,ESXi,web,high,False,False,False,False
N00366,proxy,DMZ,115,4,True,False,Embedded,hmi,low,False,False,False,True
N00367,db,DMZ,116,1,False,False,Embedded,monitoring,high,False,False,False,True
N00368,host,DMZ,117,4,False,False,ESXi,monitoring,low,False,False,False,True
N00369,cloud_resource,DMZ,118,3,False,False,Linux,hmi,medium,False,False,False,False
N00370,iot,DMZ,119,4,False,False,Windows,backup,low,True,False,False,False
N00371,plc,DMZ,110,2,True,False,ESXi,jump_host,none,True,False,False,False
N00372,iot,DMZ,111,1,False,False,Embedded,jump_host,none,False,False,False,False
N00373,svc_account,DMZ,112,1,False,True,Unknown,web,low,False,False,False,False
N00374,host,DMZ,113,4,True,False,Embedded,database,none,False,False,False,False
N00375,plc,DMZ,114,1,True,False,ESXi,monitoring,low,False,False,False,False
N00376,db,DMZ,115,4,True,False,Windows,jump_host,low,False,False,False,False
N00377,plc,DMZ,116,1,True,False,Embedded,idp,low,False,False,False,False
N00378,plc,DMZ,117,2,False,False,ESXi,email,high,False,False,False,False
N00379,plc,DMZ,118,4,True,False,Unknown,idp,high,False,False,False,False
N00380,db,DMZ,119,4,True,False,Windows,idp,medium,False,False,False,False
N00381,db,DMZ,110,3,True,False,Windows,hmi,low,False,False,False,False
N00382,router,DMZ,111,4,True,False,Embedded,backup,medium,False,False,False,False
N00383,svc_account,DMZ,112,1,True,False,CiscoIOS,monitoring,low,False,False,True,False
N00384,app,DMZ,113,1,True,False,Unknown,backup,medium,False,False,False,False
N00385,db,DMZ,114,4,True,False,Windows,hmi,low,False,False,False,False
N00386,proxy,DMZ,115,2,False,False,Windows,hmi,none,False,False,False,False
N00387,plc,DMZ,116,4,True,False,ESXi,database,low,False,False,False,False
N00388,host,DMZ,117,3,False,False,Linux,domain_controller,low,False,False,False,False
N00389,fw,DMZ,118,4,True,False,Unknown,monitoring,high,False,False,False,False
N00390,cloud_resource,DMZ,119,2,True,False,Unknown,email,medium,False,False,False,False
N00391,host,DMZ,110,1,True,False,Unknown,monitoring,low,True,False,False,False
N00392,svc_account,DMZ,111,5,False,False,Unknown,app,high,False,True,False,False
N00393,svc_account,DMZ,112,3,False,False,ESXi,web,low,True,False,False,False
N00394,proxy,DMZ,113,4,False,False,Windows,hmi,low,False,False,False,False
N00395,iot,DMZ,114,3,True,False,Embedded,app,high,False,False,True,False
N00396,db,DMZ,115,1,True,False,Windows,web,high,False,False,False,False
N00397,host,DMZ,116,2,False,False,Unknown,email,medium,False,False,False,False
N00398,plc,DMZ,117,4,True,False,Unknown,hmi,medium,False,False,False,False
N00399,iot,DMZ,118,1,True,False,ESXi,web,low,False,False,False,False
N00400,plc,DMZ,119,1,True,False,Windows,web,medium,False,False,False,False
N00401,svc_account,DMZ,110,3,True,False,Windows,monitoring,low,False,False,True,False
N00402,cloud_resource,DMZ,111,4,False,False,Embedded,email,medium,False,False,False,True
N00403,proxy,DMZ,112,4,False,False,Windows,email,high,False,False,False,True
N00404,router,DMZ,113,3,False,False,Windows,hmi,none,False,False,False,False
N00405,host,DMZ,114,2,True,False,ESXi,domain_controller,high,False,False,False,False
N00406,cloud_resource,DMZ,115,3,True,False,Windows,hmi,none,False,False,False,False
N00407,iot,DMZ,116,2,False,False,Unknown,app,medium,False,False,False,False
N00408,iot,DMZ,117,1,True,False,ESXi,web,low,False,False,False,False
N00409,svc_account,DMZ,118,1,True,False,Windows,hmi,none,False,False,False,False
N00410,host,DMZ,119,3,True,False,CiscoIOS,jump_host,none,False,False,False,False
N00411,proxy,DMZ,110,2,True,False,ESXi,jump_host,low,False,False,False,False
N00412,plc,DMZ,111,2,False,False,Embedded,web,medium,False,False,False,False
N00413,plc,DMZ,112,2,True,False,Linux,database,none,False,False,False,False
N00414,cloud_resource,DMZ,113,4,True,False,Linux,email,low,False,False,False,False
N00415,proxy,DMZ,114,3,False,False,Linux,backup,high,False,False,False,False
N00416,proxy,DMZ,115,2,True,False,ESXi,app,medium,False,False,False,False
N00417,iot,DMZ,116,3,True,False,Windows,monitoring,none,False,False,False,False
N00418,plc,DMZ,117,4,True,False,Linux,idp,none,False,False,False,False
N00419,fw,DMZ,118,2,False,False,Unknown,backup,low,False,False,False,False
N00420,host,DMZ,119,4,False,False,Unknown,monitoring,low,False,False,True,False
N00421,svc_account,DMZ,110,3,True,False,Linux,backup,low,False,False,False,False
N00422,app,DMZ,111,4,False,False,Linux,hmi,low,False,False,False,False
N00423,iot,DMZ,112,4,True,False,CiscoIOS,domain_controller,low,False,False,False,False
N00424,cloud_resource,DMZ,113,5,True,False,Windows,jump_host,medium,False,True,False,False
N00425,app,DMZ,114,3,True,False,Windows,app,medium,False,False,True,False
N00426,svc_account,DMZ,115,3,True,False,Unknown,jump_host,low,False,False,False,False
N00427,db,DMZ,116,2,True,False,Unknown,domain_controller,low,False,False,False,False
N00428,fw,DMZ,117,3,True,False,ESXi,idp,low,True,False,False,False
N00429,app,DMZ,118,2,True,False,Linux,jump_host,low,False,False,False,False
N00430,proxy,DMZ,119,1,True,False,Linux,jump_host,high,False,False,False,False
N00431,router,DMZ,110,4,True,False,Embedded,hmi,none,True,False,False,False
N00432,cloud_resource,DMZ,111,1,False,False,ESXi,app,low,False,False,False,False
N00433,cloud_resource,DMZ,112,1,True,False,Unknown,domain_controller,high,False,False,False,False
N00434,router,DMZ,113,3,True,False,Windows,backup,low,False,False,False,False
N00435,app,DMZ,114,2,True,False,ESXi,monitoring,none,False,False,False,False
N00436,cloud_resource,DMZ,115,2,True,False,Linux,hmi,high,False,False,False,False
N00437,router,DMZ,116,3,True,False,CiscoIOS,hmi,low,False,False,False,False
N00438,proxy,DMZ,117,2,True,False,ESXi,domain_controller,medium,False,False,False,False
N00439,app,DMZ,118,1,True,False,Linux,app,low,False,False,False,False
N00440,host,DMZ,119,3,True,False,Windows,web,low,False,False,False,False
N00441,plc,DMZ,110,2,False,False,Windows,app,high,False,False,False,False
N00442,app,DMZ,111,1,True,False,CiscoIOS,jump_host,medium,False,False,False,False
N00443,plc,DMZ,112,3,True,False,Unknown,monitoring,high,False,False,False,False
N00444,db,DMZ,113,3,True,False,Embedded,domain_controller,low,False,False,False,False
N00445,iot,DMZ,114,4,True,False,Unknown,backup,medium,False,False,False,False
N00446,app,DMZ,115,4,True,False,CiscoIOS,idp,none,False,False,False,False
N00447,host,DMZ,116,4,False,False,Embedded,monitoring,none,True,False,False,False
N00448,plc,DMZ,117,2,True,False,Windows,monitoring,low,False,False,False,False
N00449,router,DMZ,118,2,True,False,Linux,idp,low,False,False,False,False
N00450,proxy,DMZ,119,3,True,True,Linux,hmi,low,False,False,False,False
N00451,proxy,DMZ,110,1,True,False,Unknown,domain_controller,low,False,False,False,False
N00452,proxy,DMZ,111,3,True,False,Embedded,monitoring,low,False,False,False,False
N00453,iot,DMZ,112,2,False,False,Linux,database,low,False,False,False,False
N00454,cloud_resource,DMZ,113,1,False,False,ESXi,email,none,True,False,False,False
N00455,app,DMZ,114,4,True,False,ESXi,hmi,low,False,False,False,False
N00456,db,DMZ,115,4,True,False,Linux,database,none,False,False,False,False
N00457,plc,DMZ,116,2,False,False,Linux,backup,low,False,False,False,False
N00458,iot,DMZ,117,1,True,False,CiscoIOS,email,low,False,False,False,False
N00459,plc,DMZ,118,2,True,False,Embedded,jump_host,high,False,False,False,False
N00460,app,DMZ,119,4,True,False,Embedded,web,low,False,False,False,False
N00461,host,DMZ,110,4,True,False,CiscoIOS,web,none,False,False,False,False
N00462,cloud_resource,DMZ,111,3,True,False,CiscoIOS,jump_host,none,False,False,False,False
N00463,fw,DMZ,112,1,False,False,Embedded,web,none,False,False,False,False
N00464,fw,DMZ,113,1,True,False,ESXi,email,low,False,False,False,False
N00465,iot,DMZ,114,4,True,False,Embedded,app,medium,True,False,True,False
N00466,plc,DMZ,115,3,True,False,Unknown,backup,medium,False,False,False,False
N00467,svc_account,DMZ,116,2,True,False,Unknown,idp,medium,False,False,True,False
N00468,svc_account,DMZ,117,3,True,False,Windows,database,low,False,False,False,False
N00469,router,DMZ,118,2,True,False,Embedded,database,low,False,False,False,False
N00470,svc_account,DMZ,119,5,True,False,Linux,database,high,False,True,False,False
N00471,proxy,DMZ,110,3,True,False,CiscoIOS,monitoring,low,False,False,False,False
N00472,host,DMZ,111,2,True,True,CiscoIOS,monitoring,none,False,False,False,False
N00473,proxy,DMZ,112,4,True,False,CiscoIOS,app,low,False,False,False,False
N00474,router,DMZ,113,4,False,False,Unknown,domain_controller,low,False,False,False,False
N00475,cloud_resource,DMZ,114,2,True,True,Linux,hmi,medium,True,False,False,False
N00476,fw,DMZ,115,2,False,False,ESXi,backup,medium,False,False,False,False
N00477,fw,DMZ,116,5,False,False,Linux,jump_host,low,False,True,False,False
N00478,proxy,DMZ,117,4,True,False,Embedded,jump_host,none,False,False,False,False
N00479,host,DMZ,118,2,False,False,Unknown,app,medium,False,False,False,False
N00480,router,DMZ,119,4,True,False,Embedded,backup,low,False,False,False,False
N00481,app,DMZ,110,1,True,False,Embedded,email,low,False,False,True,False
N00482,iot,DMZ,111,4,True,False,Embedded,database,low,False,False,True,False
N00483,router,DMZ,112,4,False,False,Unknown,web,low,False,False,False,False
N00484,fw,DMZ,113,3,True,False,Windows,email,low,False,False,False,False
N00485,host,DMZ,114,2,True,False,Windows,idp,high,False,False,False,False
N00486,svc_account,DMZ,115,4,False,True,Embedded,email,low,False,False,False,False
N00487,app,DMZ,116,1,True,False,Windows,hmi,medium,False,False,False,False
N00488,fw,DMZ,117,2,True,False,CiscoIOS,database,low,False,False,False,False
N00489,router,DMZ,118,1,False,False,Unknown,backup,medium,False,False,False,False
N00490,proxy,DMZ,119,1,True,False,CiscoIOS,hmi,low,False,False,True,False
N00491,db,DMZ,110,4,False,False,Unknown,domain_controller,low,False,False,True,False
N00492,proxy,DMZ,111,4,False,False,ESXi,web,low,False,False,False,False
N00493,router,DMZ,112,1,True,False,ESXi,database,low,False,False,False,False
N00494,host,DMZ,113,2,True,False,CiscoIOS,jump_host,medium,False,False,False,False
N00495,proxy,DMZ,114,2,True,False,CiscoIOS,idp,medium,False,False,False,False
N00496,iot,DMZ,115,3,False,True,Unknown,jump_host,low,False,False,False,False
N00497,host,DMZ,116,3,True,False,ESXi,monitoring,low,False,False,True,False
N00498,fw,DMZ,117,4,False,False,Embedded,email,high,False,False,False,False
N00499,iot,DMZ,118,4,True,False,Unknown,jump_host,medium,False,False,False,False
N00500,proxy,DMZ,119,5,True,False,CiscoIOS,app,high,False,True,False,False
N00501,app,USER_LAN,120,4,False,False,ESXi,monitoring,low,False,False,False,False
N00502,router,USER_LAN,121,4,True,False,Linux,idp,low,False,False,False,False
N00503,iot,USER_LAN,122,1,True,False,Windows,monitoring,low,False,False,False,False
N00504,fw,USER_LAN,123,3,True,False,Embedded,email,low,False,False,False,False
N00505,host,USER_LAN,124,2,True,False,ESXi,database,none,False,False,False,False
N00506,host,USER_LAN,125,3,True,False,ESXi,app,none,False,False,False,False
N00507,plc,USER_LAN,126,2,True,False,Unknown,domain_controller,none,False,False,False,False
N00508,iot,USER_LAN,127,4,True,False,Unknown,database,medium,True,False,False,False
N00509,router,USER_LAN,128,2,True,False,Unknown,hmi,low,False,False,False,False
N00510,fw,USER_LAN,129,4,True,False,ESXi,monitoring,high,False,False,False,False
N00511,router,USER_LAN,120,4,False,False,Linux,monitoring,none,False,False,False,False
N00512,router,USER_LAN,121,5,True,False,Unknown,domain_controller,high,False,True,True,False
N00513,host,USER_LAN,122,2,False,False,Embedded,hmi,low,False,False,False,False
N00514,db,USER_LAN,123,2,False,False,Embedded,app,low,False,False,False,False
N00515,plc,USER_LAN,124,4,True,False,Embedded,database,low,False,False,False,False
N00516,host,USER_LAN,125,1,True,False,Embedded,backup,low,False,False,False,False
N00517,plc,USER_LAN,126,1,False,False,Unknown,database,high,False,False,False,False
N00518,svc_account,USER_LAN,127,3,True,False,ESXi,backup,high,False,False,False,False
N00519,svc_account,USER_LAN,128,3,False,True,CiscoIOS,database,none,False,False,False,False
N00520,fw,USER_LAN,129,2,False,False,CiscoIOS,monitoring,low,False,False,False,False
N00521,iot,USER_LAN,120,4,True,False,ESXi,app,low,False,False,False,False
N00522,app,USER_LAN,121,4,False,False,CiscoIOS,idp,medium,False,False,False,False
N00523,svc_account,USER_LAN,122,4,False,False,Embedded,domain_controller,low,True,False,False,False
N00524,router,USER_LAN,123,3,True,False,Embedded,backup,medium,False,False,False,False
N00525,router,USER_LAN,124,4,True,False,Unknown,idp,none,False,False,False,False
N00526,router,USER_LAN,125,1,True,False,CiscoIOS,domain_controller,none,False,False,False,False
N00527,host,USER_LAN,126,4,False,False,Linux,web,medium,False,False,False,False
N00528,host,USER_LAN,127,1,False,False,Unknown,database,low,False,False,True,False
N00529,fw,USER_LAN,128,2,True,False,ESXi,email,low,False,False,False,False
N00530,iot,USER_LAN,129,3,True,False,Linux,idp,high,False,False,False,False
N00531,svc_account,USER_LAN,120,4,True,False,Embedded,monitoring,low,False,False,False,False
N00532,plc,USER_LAN,121,4,True,False,Linux,email,none,False,False,False,True
N00533,proxy,USER_LAN,122,2,True,False,ESXi,domain_controller,none,False,False,False,False
N00534,iot,USER_LAN,123,2,True,False,ESXi,jump_host,low,False,False,False,False
N00535,app,USER_LAN,124,1,True,False,Linux,monitoring,low,False,False,False,False
N00536,host,USER_LAN,125,4,True,False,Unknown,app,medium,False,False,False,False
N00537,app,USER_LAN,126,3,True,False,Windows,hmi,low,False,False,False,False
N00538,cloud_resource,USER_LAN,127,4,True,False,Windows,web,high,False,False,False,False
N00539,svc_account,USER_LAN,128,4,True,True,Embedded,hmi,low,False,False,False,False
N00540,app,USER_LAN,129,1,True,False,Linux,backup,low,False,False,False,False
N00541,proxy,USER_LAN,120,5,True,False,Linux,idp,medium,False,True,False,False
N00542,cloud_resource,USER_LAN,121,1,True,False,Embedded,idp,none,True,False,False,False
N00543,plc,USER_LAN,122,1,True,False,ESXi,backup,low,False,False,False,False
N00544,plc,USER_LAN,123,4,True,False,Embedded,idp,none,False,False,False,False
N00545,svc_account,USER_LAN,124,3,True,True,Unknown,backup,low,False,False,False,False
N00546,router,USER_LAN,125,3,False,False,Embedded,monitoring,none,False,False,False,False
N00547,plc,USER_LAN,126,4,True,False,Windows,hmi,high,False,False,False,False
N00548,app,USER_LAN,127,4,True,False,Windows,backup,low,False,False,False,False
N00549,host,USER_LAN,128,1,True,False,Windows,jump_host,none,False,False,True,False
N00550,proxy,USER_LAN,129,4,False,False,Linux,hmi,low,False,False,False,False
N00551,host,USER_LAN,120,4,False,False,Linux,idp,low,False,False,True,False
N00552,fw,USER_LAN,121,1,False,False,ESXi,monitoring,low,False,False,False,False
N00553,svc_account,USER_LAN,122,1,True,False,Unknown,hmi,low,False,False,False,False
N00554,plc,USER_LAN,123,3,True,False,Embedded,domain_controller,low,False,False,False,False
N00555,cloud_resource,USER_LAN,124,1,True,False,Embedded,email,medium,False,False,False,False
N00556,cloud_resource,USER_LAN,125,1,True,False,Windows,idp,low,False,False,False,False
N00557,iot,USER_LAN,126,4,False,False,CiscoIOS,email,low,False,False,False,False
N00558,app,USER_LAN,127,3,True,False,Windows,monitoring,medium,False,False,False,False
N00559,host,USER_LAN,128,1,True,False,CiscoIOS,backup,low,False,False,False,False
N00560,cloud_resource,USER_LAN,129,1,True,False,Unknown,idp,medium,False,False,False,False
N00561,router,USER_LAN,120,4,True,False,Windows,web,low,False,False,False,False
N00562,cloud_resource,USER_LAN,121,1,False,False,Unknown,domain_controller,medium,False,False,False,False
N00563,cloud_resource,USER_LAN,122,4,False,True,Unknown,domain_controller,none,False,False,False,False
N00564,iot,USER_LAN,123,4,False,False,CiscoIOS,web,low,False,False,True,False
N00565,router,USER_LAN,124,5,True,False,ESXi,monitoring,medium,False,True,False,False
N00566,svc_account,USER_LAN,125,1,True,False,Windows,web,low,False,False,False,False
N00567,fw,USER_LAN,126,1,False,False,Unknown,database,none,False,False,False,False
N00568,app,USER_LAN,127,3,True,True,Linux,app,low,False,False,False,False
N00569,fw,USER_LAN,128,3,False,False,Embedded,web,low,False,False,False,False
N00570,router,USER_LAN,129,4,False,False,Unknown,idp,low,True,False,False,False
N00571,host,USER_LAN,120,3,True,False,CiscoIOS,monitoring,low,False,False,False,False
N00572,app,USER_LAN,121,2,True,True,Embedded,idp,high,False,False,False,False
N00573,plc,USER_LAN,122,2,True,False,Unknown,app,none,False,False,False,False
N00574,db,USER_LAN,123,1,True,False,Embedded,domain_controller,medium,False,False,False,False
N00575,app,USER_LAN,124,2,True,False,Windows,email,low,False,False,False,False
N00576,proxy,USER_LAN,125,2,True,False,Windows,hmi,medium,False,False,False,False
N00577,app,USER_LAN,126,3,True,False,CiscoIOS,monitoring,low,False,False,False,False
N00578,iot,USER_LAN,127,2,False,False,Windows,domain_controller,low,False,False,False,False
N00579,db,USER_LAN,128,1,True,True,ESXi,jump_host,none,False,False,False,False
N00580,svc_account,USER_LAN,129,4,True,False,Unknown,idp,low,False,False,False,False
N00581,db,USER_LAN,120,4,True,False,Windows,database,none,False,False,False,False
N00582,plc,USER_LAN,121,4,True,True,CiscoIOS,idp,low,False,False,False,False
N00583,router,USER_LAN,122,4,False,False,CiscoIOS,domain_controller,low,False,False,False,False
N00584,router,USER_LAN,123,2,True,False,ESXi,hmi,low,False,False,False,False
N00585,cloud_resource,USER_LAN,124,4,True,False,Linux,web,medium,False,False,False,False
N00586,host,USER_LAN,125,2,True,False,Unknown,database,medium,False,False,False,False
N00587,fw,USER_LAN,126,4,True,False,Linux,domain_controller,low,False,False,False,False
N00588,router,USER_LAN,127,4,True,False,Windows,web,high,False,False,False,False
N00589,plc,USER_LAN,128,3,True,False,Windows,monitoring,none,False,False,False,False
N00590,db,USER_LAN,129,4,True,False,Unknown,monitoring,high,False,False,False,False
N00591,fw,USER_LAN,120,2,True,False,ESXi,domain_controller,none,False,False,False,False
N00592,iot,USER_LAN,121,4,True,False,ESXi,hmi,low,False,False,False,False
N00593,cloud_resource,USER_LAN,122,1,True,False,Unknown,database,medium,False,False,False,False
N00594,app,USER_LAN,123,1,True,True,Windows,jump_host,low,False,False,False,False
N00595,router,USER_LAN,124,2,True,False,Windows,idp,low,False,False,False,False
N00596,proxy,USER_LAN,125,3,True,False,CiscoIOS,monitoring,low,False,False,False,False
N00597,plc,USER_LAN,126,2,True,False,Embedded,idp,high,False,False,False,False
N00598,db,USER_LAN,127,2,True,False,Embedded,web,low,False,False,False,False
N00599,router,USER_LAN,128,1,False,False,ESXi,domain_controller,low,False,False,False,False
N00600,router,USER_LAN,129,1,True,False,ESXi,monitoring,low,False,False,False,False
N00601,svc_account,USER_LAN,120,4,True,False,Linux,web,medium,False,False,False,False
N00602,host,USER_LAN,121,3,True,False,Embedded,monitoring,low,False,False,False,False
N00603,router,USER_LAN,122,3,False,False,ESXi,jump_host,none,False,False,False,False
N00604,proxy,USER_LAN,123,4,False,False,Embedded,jump_host,low,False,False,False,True
N00605,host,USER_LAN,124,3,True,False,Windows,database,high,False,False,False,False
N00606,router,USER_LAN,125,1,True,False,Windows,hmi,medium,False,False,False,False
N00607,svc_account,USER_LAN,126,4,True,False,ESXi,monitoring,medium,False,False,False,False
N00608,plc,USER_LAN,127,1,True,False,Embedded,web,low,False,False,False,False
N00609,db,USER_LAN,128,3,True,False,Linux,jump_host,low,False,False,False,False
N00610,svc_account,USER_LAN,129,4,False,False,CiscoIOS,database,low,False,False,False,False
N00611,svc_account,USER_LAN,120,2,True,False,Windows,monitoring,none,False,False,False,False
N00612,cloud_resource,USER_LAN,121,2,True,False,Linux,domain_controller,low,False,False,False,False
N00613,app,USER_LAN,122,2,True,False,Linux,jump_host,medium,False,False,False,False
N00614,svc_account,USER_LAN,123,3,False,False,Unknown,email,low,False,False,False,False
N00615,svc_account,USER_LAN,124,1,True,False,CiscoIOS,idp,low,False,False,False,False
N00616,host,USER_LAN,125,2,True,False,Windows,database,high,False,False,False,False
N00617,db,USER_LAN,126,3,True,False,Linux,web,low,False,False,False,False
N00618,db,USER_LAN,127,3,True,False,Unknown,database,low,False,False,False,False
N00619,iot,USER_LAN,128,2,True,False,CiscoIOS,monitoring,low,False,False,False,True
N00620,fw,USER_LAN,129,2,True,False,ESXi,email,low,False,False,False,False
N00621,plc,USER_LAN,120,4,True,False,Unknown,hmi,low,False,False,False,False
N00622,cloud_resource,USER_LAN,121,4,True,False,Linux,backup,low,False,False,False,False
N00623,svc_account,USER_LAN,122,2,True,False,Unknown,database,low,False,False,False,False
N00624,fw,USER_LAN,123,1,False,False,Linux,web,low,False,False,False,False
N00625,plc,USER_LAN,124,5,True,False,Embedded,backup,medium,False,True,False,False
N00626,router,USER_LAN,125,3,False,False,CiscoIOS,app,high,False,False,False,False
N00627,svc_account,USER_LAN,126,3,False,False,CiscoIOS,hmi,none,False,False,False,False
N00628,plc,USER_LAN,127,2,True,False,Windows,idp,none,False,False,False,False
N00629,fw,USER_LAN,128,1,False,False,Unknown,email,none,False,False,False,False
N00630,router,USER_LAN,129,3,True,False,Embedded,monitoring,medium,False,False,False,False
N00631,iot,USER_LAN,120,1,True,False,Unknown,hmi,low,False,False,False,False
N00632,app,USER_LAN,121,4,True,False,Linux,email,medium,False,False,True,False
N00633,host,USER_LAN,122,1,False,False,Linux,domain_controller,low,False,False,False,False
N00634,app,USER_LAN,123,2,True,False,ESXi,backup,low,False,False,False,False
N00635,host,USER_LAN,124,1,True,False,Windows,database,low,False,False,False,False
N00636,plc,USER_LAN,125,4,True,False,Linux,app,none,False,False,False,False
N00637,cloud_resource,USER_LAN,126,3,False,False,ESXi,idp,high,False,False,False,False
N00638,proxy,USER_LAN,127,3,True,False,Linux,email,low,False,False,False,False
N00639,svc_account,USER_LAN,128,2,False,False,Embedded,database,high,False,False,False,False
N00640,host,USER_LAN,129,2,True,False,Linux,app,low,False,False,False,False
N00641,router,USER_LAN,120,3,False,False,ESXi,hmi,medium,False,False,False,False
N00642,cloud_resource,USER_LAN,121,4,True,False,CiscoIOS,monitoring,medium,False,False,False,False
N00643,cloud_resource,USER_LAN,122,3,True,False,Unknown,hmi,low,False,False,False,False
N00644,proxy,USER_LAN,123,1,True,True,Unknown,database,none,False,False,False,False
N00645,plc,USER_LAN,124,2,True,False,Linux,email,low,False,False,False,True
N00646,svc_account,USER_LAN,125,2,True,False,Linux,email,low,False,False,False,False
N00647,host,USER_LAN,126,3,False,False,CiscoIOS,jump_host,none,False,False,False,False
N00648,plc,USER_LAN,127,4,True,False,Linux,idp,low,False,False,False,False
N00649,svc_account,USER_LAN,128,3,False,False,CiscoIOS,app,high,False,False,False,False
N00650,fw,USER_LAN,129,4,True,False,Unknown,backup,high,False,False,False,False
N00651,app,USER_LAN,120,2,True,False,Unknown,email,medium,False,False,False,False
N00652,db,USER_LAN,121,2,True,False,Embedded,email,low,False,False,False,False
N00653,db,USER_LAN,122,1,False,False,Unknown,jump_host,high,False,False,True,False
N00654,fw,USER_LAN,123,4,False,True,Embedded,domain_controller,none,False,False,True,False
N00655,host,USER_LAN,124,4,True,False,CiscoIOS,backup,medium,False,False,False,False
N00656,proxy,USER_LAN,125,1,True,False,Unknown,app,high,False,False,False,False
N00657,app,USER_LAN,126,1,True,False,Embedded,backup,low,False,False,False,False
N00658,cloud_resource,USER_LAN,127,3,False,False,Linux,backup,none,False,False,False,False
N00659,db,USER_LAN,128,1,True,False,CiscoIOS,app,low,False,False,False,False
N00660,app,USER_LAN,129,1,False,False,Windows,app,low,True,False,False,False
N00661,router,USER_LAN,120,3,True,False,ESXi,web,low,False,False,False,False
N00662,cloud_resource,USER_LAN,121,3,False,False,Embedded,database,low,False,False,False,False
N00663,cloud_resource,USER_LAN,122,4,True,False,Windows,database,low,False,False,False,False
N00664,cloud_resource,USER_LAN,123,1,True,False,CiscoIOS,web,low,False,False,False,False
N00665,iot,USER_LAN,124,1,False,False,Unknown,jump_host,low,False,False,False,False
N00666,cloud_resource,USER_LAN,125,1,True,True,Unknown,database,low,False,False,False,False
N00667,cloud_resource,USER_LAN,126,4,True,False,Windows,idp,low,False,False,False,False
N00668,plc,USER_LAN,127,4,True,True,CiscoIOS,jump_host,medium,False,False,False,False
N00669,router,USER_LAN,128,3,True,False,CiscoIOS,domain_controller,medium,False,False,False,False
N00670,app,USER_LAN,129,2,True,False,CiscoIOS,hmi,low,False,False,False,False
N00671,fw,USER_LAN,120,3,True,False,CiscoIOS,domain_controller,high,False,False,False,False
N00672,plc,USER_LAN,121,2,True,False,Unknown,email,low,False,False,False,False
N00673,fw,USER_LAN,122,1,False,False,Linux,app,medium,False,False,False,False
N00674,app,USER_LAN,123,1,True,False,Embedded,app,low,False,False,False,False
N00675,plc,USER_LAN,124,1,True,True,CiscoIOS,monitoring,none,False,False,False,False
N00676,svc_account,USER_LAN,125,4,True,False,Linux,monitoring,none,False,False,False,False
N00677,db,USER_LAN,126,2,True,False,Linux,idp,medium,False,False,False,False
N00678,iot,USER_LAN,127,3,True,True,Linux,domain_controller,low,False,False,False,False
N00679,svc_account,USER_LAN,128,4,True,False,ESXi,domain_controller,low,False,False,False,False
N00680,app,USER_LAN,129,1,True,False,Unknown,web,low,False,False,False,False
N00681,app,USER_LAN,120,2,True,False,Embedded,idp,high,False,False,False,False
N00682,router,USER_LAN,121,5,True,False,Embedded,idp,high,False,True,False,False
