identity_id,node_id,auth_type,auth_strength,login_from_zones,typical,use_mfa
ID_01458,N01312,kerberos,medium,USER_LAN,no,False
ID_00433,N01202,password,medium,USER_LAN,yes,False
ID_00415,N00797,password,low,"MGMT,OT",yes,False
ID_00737,N01135,saml,high,"USER_LAN,SERVER_LAN",yes,True
ID_00955,N01379,password,medium,"DMZ,OT",yes,False
ID_00558,N01319,oauth,medium,SERVER_LAN,yes,False
ID_01554,N00549,api_key,low,EXTERNAL,no,False
ID_00181,N00327,kerberos,medium,"SERVER_LAN,USER_LAN,DMZ",yes,False
ID_01095,N00281,password,medium,"EXTERNAL,USER_LAN",yes,False
ID_00818,N00428,kerberos,high,"CLOUD,MGMT,USER_LAN",yes,False
ID_01450,N01910,password,low,PARTNER_VPN,no,True
ID_00232,N00125,kerberos,medium,"USER_LAN,SERVER_LAN,OT",no,False
ID_01080,N00267,password,low,"EXTERNAL,SERVER_LAN,DMZ",yes,False
ID_00316,N01418,password,medium,"DMZ,PARTNER_VPN,MGMT",yes,False
ID_00935,N01928,kerberos,medium,"PARTNER_VPN,OT,EXTERNAL",yes,True
ID_01967,N00463,password,low,"MGMT,SERVER_LAN,CLOUD",yes,True
ID_01767,N00122,api_key,low,"MGMT,CLOUD,DMZ",yes,False
ID_00212,N00101,api_key,medium,USER_LAN,yes,False
ID_00825,N01253,oauth,high,"MGMT,EXTERNAL,OT",yes,True
ID_00354,N01382,oauth,high,"PARTNER_VPN,DMZ",no,False
ID_00264,N01460,password,low,"PARTNER_VPN,MGMT",no,False
ID_01355,N01769,oauth,medium,EXTERNAL,yes,False
ID_00642,N01547,api_key,medium,SERVER_LAN,yes,False
ID_01546,N00519,oauth,high,"MGMT,DMZ,CLOUD",yes,True
ID_01505,N01727,oauth,medium,"USER_LAN,MGMT",yes,True
ID_01005,N01918,kerberos,high,OT,no,False
ID_00616,N01479,kerberos,high,"USER_LAN,SERVER_LAN,OT",yes,False
ID_00273,N01296,oauth,high,"USER_LAN,CLOUD,EXTERNAL",yes,True
ID_00039,N00374,oauth,high,"MGMT,SERVER_LAN,USER_LAN",yes,True
ID_01524,N00479,kerberos,high,"EXTERNAL,SERVER_LAN,CLOUD",no,True
ID_01540,N01508,oauth,high,"OT,CLOUD,MGMT",yes,True
ID_00207,N01747,kerberos,medium,"DMZ,MGMT",no,True
ID_00151,N00571,password,low,"DMZ,EXTERNAL",yes,False
ID_00984,N01437,password,low,"MGMT,USER_LAN,SERVER_LAN",yes,False
ID_01374,N01440,kerberos,high,"OT,CLOUD",yes,False
ID_00424,N00025,password,medium,"CLOUD,PARTNER_VPN,SERVER_LAN",yes,False
ID_01003,N01044,kerberos,medium,"DMZ,CLOUD",yes,False
ID_00053,N01650,api_key,low,"MGMT,CLOUD",no,True
ID_00511,N01351,password,low,"PARTNER_VPN,OT,MGMT",yes,False
ID_01380,N01092,oauth,medium,"DMZ,PARTNER_VPN,CLOUD",yes,True
ID_01383,N00261,password,medium,CLOUD,yes,False
ID_00069,N01767,password,medium,"USER_LAN,SERVER_LAN,OT",no,False
ID_01493,N00487,api_key,medium,"USER_LAN,OT",no,False
ID_01918,N01078,password,low,"PARTNER_VPN,SERVER_LAN,CLOUD",no,False
ID_00612,N00988,saml,high,"OT,EXTERNAL",yes,False
ID_01704,N00358,password,medium,DMZ,yes,False
ID_00467,N01846,saml,medium,DMZ,yes,True
ID_00898,N01835,saml,high,"CLOUD,OT,DMZ",yes,False
ID_01355,N00361,password,medium,OT,yes,False
ID_00479,N00797,kerberos,medium,"MGMT,PARTNER_VPN",yes,True
ID_00341,N00696,password,low,SERVER_LAN,no,False
ID_01374,N01379,saml,high,"EXTERNAL,SERVER_LAN,OT",no,False
ID_00613,N01522,password,low,DMZ,yes,False
ID_00242,N00202,kerberos,high,USER_LAN,yes,False
ID_01976,N00827,api_key,low,"EXTERNAL,PARTNER_VPN,SERVER_LAN",yes,False
ID_00751,N01004,kerberos,high,"CLOUD,OT",yes,False
ID_01722,N00162,kerberos,high,SERVER_LAN,no,False
ID_01123,N01517,oauth,high,"OT,EXTERNAL,PARTNER_VPN",yes,False
ID_00552,N00179,kerberos,medium,"OT,EXTERNAL",no,False
ID_01167,N00716,password,low,CLOUD,yes,False
ID_00068,N00463,oauth,high,"CLOUD,USER_LAN",yes,False
ID_00804,N01162,api_key,low,"PARTNER_VPN,DMZ,EXTERNAL",yes,False
ID_00471,N00445,password,low,"MGMT,OT",yes,False
ID_00766,N00642,kerberos,high,"PARTNER_VPN,OT,USER_LAN",yes,False
ID_01613,N01853,saml,medium,"OT,USER_LAN",no,False
ID_00419,N00290,password,low,"USER_LAN,MGMT",yes,False
ID_01633,N01955,password,medium,"SERVER_LAN,OT,CLOUD",no,False
ID_01104,N00808,password,medium,OT,yes,False
ID_01197,N00013,password,medium,CLOUD,yes,False
ID_01884,N00995,saml,high,"CLOUD,USER_LAN",yes,True
ID_01667,N00275,password,medium,EXTERNAL,yes,False
ID_01073,N01494,oauth,high,"DMZ,SERVER_LAN",yes,False
ID_00810,N01671,password,low,"USER_LAN,DMZ,SERVER_LAN",yes,False
ID_01356,N01514,kerberos,medium,"USER_LAN,EXTERNAL,OT",yes,True
ID_00041,N00453,api_key,medium,"CLOUD,EXTERNAL,PARTNER_VPN",yes,False
ID_00044,N01850,kerberos,medium,"EXTERNAL,OT",yes,True
ID_01834,N00630,oauth,high,"CLOUD,SERVER_LAN,USER_LAN",yes,False
ID_01261,N00688,kerberos,high,MGMT,no,False
ID_01335,N00121,saml,medium,"EXTERNAL,CLOUD",yes,False
ID_00285,N01690,kerberos,high,"EXTERNAL,DMZ",yes,False
ID_00804,N00778,kerberos,high,DMZ,yes,True
ID_00471,N01675,api_key,low,"PARTNER_VPN,USER_LAN",yes,False
ID_00010,N00346,password,low,"USER_LAN,CLOUD,OT",yes,False
ID_01580,N01725,saml,high,USER_LAN,yes,True
ID_01696,N00068,password,medium,OT,no,False
ID_01517,N00474,password,medium,DMZ,yes,False
ID_01508,N01911,api_key,medium,"EXTERNAL,MGMT,DMZ",yes,False
ID_01316,N00475,oauth,high,"OT,MGMT,EXTERNAL",yes,False
ID_01625,N00025,password,medium,OT,yes,False
ID_00547,N00414,kerberos,medium,"OT,EXTERNAL",yes,False
ID_00046,N01508,password,medium,OT,yes,False
ID_00547,N00441,oauth,medium,"SERVER_LAN,PARTNER_VPN",yes,False
ID_00024,N01682,kerberos,high,PARTNER_VPN,no,True
ID_01188,N01509,oauth,medium,MGMT,yes,False
ID_00796,N00358,oauth,high,"OT,PARTNER_VPN",yes,False
ID_00112,N00131,password,low,"MGMT,DMZ,USER_LAN",yes,True
ID_01802,N01289,kerberos,high,"MGMT,OT",no,False
ID_01066,N00311,password,low,USER_LAN,yes,False
ID_00237,N01329,api_key,low,"USER_LAN,SERVER_LAN",yes,False
ID_00515,N00557,password,medium,"SERVER_LAN,OT",yes,False
ID_01715,N01940,kerberos,high,"DMZ,EXTERNAL,PARTNER_VPN",yes,True
ID_01422,N00276,password,low,CLOUD,yes,False
ID_00144,N01096,password,medium,"DMZ,CLOUD,EXTERNAL",yes,False
ID_01701,N01345,password,low,"EXTERNAL,USER_LAN,SERVER_LAN",yes,False
ID_00955,N00169,password,low,"DMZ,MGMT,EXTERNAL",yes,True
ID_01639,N01775,password,low,PARTNER_VPN,yes,False
ID_01120,N01386,password,medium,"EXTERNAL,SERVER_LAN",yes,False
ID_01558,N01555,saml,high,"SERVER_LAN,OT",yes,False
ID_00495,N00665,kerberos,medium,MGMT,no,False
ID_01369,N00878,oauth,medium,"USER_LAN,MGMT",yes,True
ID_01122,N01460,kerberos,medium,"PARTNER_VPN,USER_LAN,DMZ",yes,False
ID_01461,N01174,kerberos,high,CLOUD,yes,False
ID_01011,N01481,password,medium,USER_LAN,yes,False
ID_01170,N01229,password,low,OT,yes,True
ID_01057,N00324,api_key,low,EXTERNAL,yes,False
ID_01839,N00606,api_key,medium,"PARTNER_VPN,OT",yes,False
ID_01569,N01148,kerberos,medium,"EXTERNAL,PARTNER_VPN",yes,False
ID_01966,N01368,password,low,MGMT,no,False
ID_01679,N00615,password,low,PARTNER_VPN,yes,False
ID_01209,N00174,kerberos,medium,OT,yes,False
ID_01836,N01453,kerberos,medium,MGMT,yes,False
ID_00787,N01378,kerberos,high,USER_LAN,no,True
ID_01842,N01594,kerberos,medium,"OT,EXTERNAL",no,False
ID_01599,N01747,api_key,medium,EXTERNAL,yes,False
ID_00841,N01088,kerberos,high,EXTERNAL,yes,False
ID_00413,N00015,password,medium,"SERVER_LAN,CLOUD",no,True
ID_01821,N00773,password,low,PARTNER_VPN,yes,True
ID_00618,N01473,kerberos,high,"SERVER_LAN,EXTERNAL,PARTNER_VPN",yes,False
ID_00222,N01788,kerberos,high,"MGMT,EXTERNAL,DMZ",yes,False
ID_01662,N00946,saml,high,"EXTERNAL,DMZ",no,False
ID_00250,N00735,password,medium,"USER_LAN,PARTNER_VPN,DMZ",yes,False
ID_00890,N00332,oauth,medium,SERVER_LAN,yes,False
ID_01288,N00938,kerberos,medium,"EXTERNAL,PARTNER_VPN",yes,False
ID_00773,N00529,oauth,high,SERVER_LAN,yes,False
ID_01600,N01976,api_key,low,EXTERNAL,yes,False
ID_00567,N00998,password,medium,"PARTNER_VPN,CLOUD",yes,False
ID_01359,N01930,api_key,low,"PARTNER_VPN,MGMT",yes,False
ID_00297,N01532,api_key,low,SERVER_LAN,no,False
ID_01446,N00240,password,low,"CLOUD,EXTERNAL",yes,True
ID_00085,N00249,password,low,"USER_LAN,EXTERNAL,CLOUD",yes,False
ID_01309,N00897,password,low,"OT,DMZ,MGMT",yes,False
ID_01688,N01035,password,low,"SERVER_LAN,OT",yes,False
ID_00706,N00738,saml,medium,"OT,SERVER_LAN,CLOUD",yes,True
ID_00154,N00548,password,low,"SERVER_LAN,CLOUD",yes,False
ID_00596,N00554,password,low,SERVER_LAN,yes,False
ID_00163,N01679,kerberos,high,"USER_LAN,SERVER_LAN,PARTNER_VPN",yes,True
ID_01536,N00454,password,medium,"SERVER_LAN,USER_LAN,EXTERNAL",yes,False
ID_01352,N00482,saml,high,USER_LAN,yes,False
ID_00198,N01235,saml,high,"OT,DMZ",yes,False
ID_00351,N01526,password,low,"USER_LAN,DMZ,CLOUD",yes,True
ID_00117,N00213,api_key,medium,"DMZ,OT,EXTERNAL",yes,False
ID_00826,N00639,password,medium,"CLOUD,MGMT",yes,False
ID_00553,N01532,password,medium,CLOUD,yes,False
ID_01589,N01974,oauth,high,"OT,USER_LAN",no,False
ID_01834,N00145,password,medium,"SERVER_LAN,EXTERNAL",yes,False
ID_01530,N01217,saml,medium,"USER_LAN,MGMT",yes,False
ID_01627,N00610,kerberos,medium,DMZ,no,True
ID_01797,N01024,saml,medium,"MGMT,SERVER_LAN,DMZ",yes,False
ID_01720,N00966,password,low,"USER_LAN,OT,PARTNER_VPN",yes,True
ID_00194,N00690,password,low,EXTERNAL,yes,True
ID_00736,N00192,oauth,high,"USER_LAN,EXTERNAL,OT",yes,False
ID_00647,N01687,password,low,DMZ,yes,False
ID_00380,N01750,api_key,low,"PARTNER_VPN,MGMT,SERVER_LAN",yes,False
ID_01040,N01174,password,medium,"SERVER_LAN,EXTERNAL",yes,True
ID_01508,N00898,password,low,"EXTERNAL,SERVER_LAN,USER_LAN",yes,False
ID_01140,N00939,api_key,medium,"USER_LAN,PARTNER_VPN,OT",yes,False
ID_00957,N00825,kerberos,high,"CLOUD,EXTERNAL",yes,True
ID_01080,N01921,password,medium,"PARTNER_VPN,EXTERNAL,CLOUD",no,True
ID_01601,N00898,kerberos,high,"CLOUD,OT",yes,False
ID_01459,N00232,password,low,SERVER_LAN,yes,False
ID_00748,N00276,password,low,"PARTNER_VPN,SERVER_LAN,DMZ",yes,True
ID_00665,N01530,kerberos,high,"MGMT,CLOUD,PARTNER_VPN",no,False
ID_01773,N00545,kerberos,high,"CLOUD,OT,USER_LAN",no,False
ID_00983,N01074,password,medium,"USER_LAN,SERVER_LAN,PARTNER_VPN",no,True
ID_01116,N00339,oauth,high,"EXTERNAL,CLOUD",yes,False
ID_01277,N00453,oauth,medium,"PARTNER_VPN,OT",yes,False
ID_00068,N00934,kerberos,medium,"USER_LAN,SERVER_LAN,OT",yes,False
ID_01278,N01764,kerberos,medium,"DMZ,OT,MGMT",yes,False
ID_01451,N01692,password,medium,SERVER_LAN,yes,True
ID_01309,N00361,password,low,"PARTNER_VPN,OT,USER_LAN",yes,True
ID_00314,N01843,password,low,MGMT,yes,False
ID_00244,N00069,password,medium,"DMZ,EXTERNAL",no,False
ID_01773,N01557,kerberos,high,"SERVER_LAN,USER_LAN",yes,False
ID_01438,N01476,api_key,medium,USER_LAN,yes,True
ID_00534,N01213,password,medium,"OT,PARTNER_VPN",yes,False
ID_01204,N00612,password,low,"MGMT,USER_LAN,PARTNER_VPN",yes,False
ID_00522,N01680,password,low,"SERVER_LAN,OT,USER_LAN",yes,False
ID_01621,N01910,password,low,OT,yes,False
ID_01539,N01334,oauth,high,EXTERNAL,yes,True
ID_01506,N01713,password,low,"EXTERNAL,MGMT,CLOUD",no,True
ID_00422,N01678,saml,medium,EXTERNAL,no,False
ID_01976,N01735,password,low,MGMT,yes,False
ID_01136,N00441,password,medium,"USER_LAN,PARTNER_VPN,MGMT",yes,False
ID_01461,N00532,saml,medium,"USER_LAN,DMZ,CLOUD",yes,False
ID_00024,N01210,kerberos,medium,MGMT,yes,False
ID_01560,N00829,saml,high,DMZ,yes,False
ID_00095,N01799,kerberos,high,"USER_LAN,OT,EXTERNAL",yes,True
ID_00007,N01594,kerberos,high,"OT,PARTNER_VPN,USER_LAN",no,False
ID_01817,N01408,oauth,high,"OT,EXTERNAL,MGMT",no,False
ID_00571,N01731,kerberos,high,USER_LAN,yes,True
ID_00607,N00054,password,low,"DMZ,PARTNER_VPN",yes,False
ID_00285,N00981,kerberos,medium,"USER_LAN,EXTERNAL,SERVER_LAN",yes,True
ID_00812,N00685,oauth,medium,EXTERNAL,yes,False
ID_01557,N00881,password,low,"MGMT,CLOUD",no,True
ID_01721,N01469,kerberos,medium,"PARTNER_VPN,SERVER_LAN",yes,False
ID_00133,N00207,password,low,"CLOUD,MGMT",yes,False
ID_00330,N01127,kerberos,high,"OT,SERVER_LAN",no,False
ID_00233,N00625,api_key,low,"OT,CLOUD,PARTNER_VPN",yes,True
ID_01814,N01227,password,low,"EXTERNAL,DMZ,USER_LAN",no,False
ID_00059,N01188,api_key,low,"SERVER_LAN,PARTNER_VPN,USER_LAN",yes,False
ID_00287,N01328,password,medium,CLOUD,yes,False
ID_00743,N00633,password,low,DMZ,no,True
ID_00643,N00449,password,low,"OT,DMZ,PARTNER_VPN",no,True
ID_01616,N01383,password,low,OT,yes,True
ID_01104,N00804,api_key,medium,"SERVER_LAN,CLOUD,USER_LAN",yes,False
ID_01933,N00139,password,medium,"MGMT,OT",yes,False
ID_00729,N00722,password,low,"USER_LAN,EXTERNAL,PARTNER_VPN",yes,False
ID_01355,N00884,saml,medium,"DMZ,CLOUD,OT",yes,False
ID_00705,N00529,oauth,high,"SERVER_LAN,PARTNER_VPN",yes,True
ID_00548,N01980,kerberos,medium,PARTNER_VPN,yes,True
ID_01009,N01387,kerberos,medium,CLOUD,yes,False
ID_00082,N00296,kerberos,medium,"OT,CLOUD,USER_LAN",yes,False
ID_01629,N00512,saml,medium,"EXTERNAL,OT,DMZ",no,False
ID_01272,N01080,password,medium,"EXTERNAL,DMZ",yes,False
ID_00620,N01287,password,medium,"PARTNER_VPN,USER_LAN",yes,True
ID_01116,N00796,kerberos,medium,"MGMT,CLOUD",yes,False
ID_01978,N01191,oauth,high,"DMZ,OT,USER_LAN",yes,False
ID_00004,N01006,kerberos,medium,USER_LAN,yes,False
ID_01160,N00485,oauth,high,CLOUD,no,False
ID_01228,N00355,password,medium,OT,yes,True
ID_00272,N00727,oauth,high,"PARTNER_VPN,OT,MGMT",yes,False
ID_00711,N00259,password,low,DMZ,no,False
ID_01182,N01866,oauth,high,CLOUD,yes,False
ID_01645,N01906,kerberos,high,CLOUD,yes,False
ID_01658,N00285,saml,medium,"EXTERNAL,MGMT",yes,False
ID_00168,N00111,kerberos,high,"EXTERNAL,OT,MGMT",yes,True
ID_01541,N01543,oauth,medium,"SERVER_LAN,CLOUD",yes,False
ID_01953,N01358,password,low,OT,yes,False
ID_01531,N01288,oauth,medium,"CLOUD,SERVER_LAN,EXTERNAL",yes,False
ID_00321,N01806,kerberos,medium,"MGMT,SERVER_LAN",yes,False
ID_00107,N01441,kerberos,high,OT,yes,False
ID_01311,N00658,kerberos,medium,PARTNER_VPN,yes,False
ID_01245,N01298,api_key,low,SERVER_LAN,yes,False
ID_00104,N00182,password,low,DMZ,yes,False
ID_01874,N01060,password,low,"DMZ,PARTNER_VPN",yes,False
ID_00066,N01357,kerberos,high,PARTNER_VPN,yes,False
ID_01062,N00608,password,low,"OT,USER_LAN,SERVER_LAN",yes,False
ID_01221,N00616,kerberos,high,"CLOUD,MGMT,DMZ",yes,False
ID_00942,N00822,kerberos,high,"EXTERNAL,PARTNER_VPN,OT",yes,False
ID_01432,N00977,kerberos,high,"EXTERNAL,DMZ",yes,True
ID_00562,N01538,password,low,"OT,CLOUD,EXTERNAL",yes,False
ID_01299,N00992,password,low,"EXTERNAL,MGMT,CLOUD",yes,False
ID_00361,N01667,password,low,"CLOUD,PARTNER_VPN",no,False
ID_01149,N00997,password,low,OT,no,False
ID_01038,N00045,oauth,medium,"CLOUD,MGMT,EXTERNAL",yes,False
ID_00257,N00805,saml,medium,"MGMT,USER_LAN,SERVER_LAN",no,False
ID_00215,N01786,saml,high,USER_LAN,yes,False
ID_01829,N01643,kerberos,high,"MGMT,USER_LAN,EXTERNAL",yes,False
ID_01053,N00942,password,low,"CLOUD,SERVER_LAN",yes,False
ID_00855,N01996,password,medium,CLOUD,yes,False
ID_01733,N01644,saml,high,"EXTERNAL,SERVER_LAN,MGMT",yes,False
ID_00320,N00520,password,medium,"OT,EXTERNAL",yes,False
ID_01901,N01676,kerberos,medium,"DMZ,USER_LAN",yes,False
ID_01300,N00786,kerberos,medium,"USER_LAN,SERVER_LAN",yes,False
ID_00983,N01928,kerberos,high,PARTNER_VPN,yes,True
ID_01048,N01656,oauth,high,"USER_LAN,OT",yes,True
ID_00275,N01917,password,medium,"DMZ,USER_LAN",yes,False
ID_00460,N00954,password,medium,"SERVER_LAN,EXTERNAL",yes,False
ID_01707,N01438,password,low,"DMZ,OT",yes,False
ID_01366,N01806,password,low,CLOUD,yes,False
ID_00186,N01647,kerberos,medium,"CLOUD,USER_LAN",yes,False
ID_01182,N00662,oauth,high,"OT,DMZ",yes,False
ID_00047,N01339,kerberos,high,"OT,SERVER_LAN,CLOUD",no,False
ID_00202,N00850,kerberos,high,DMZ,yes,False
ID_00345,N01395,password,medium,OT,yes,False
ID_00160,N00692,kerberos,high,DMZ,yes,True
ID_01866,N00340,password,low,MGMT,yes,False
ID_00766,N01299,password,medium,"CLOUD,MGMT,SERVER_LAN",yes,False
ID_00602,N00959,kerberos,medium,"EXTERNAL,OT",yes,False
ID_01449,N00858,kerberos,medium,SERVER_LAN,yes,False
ID_01211,N00717,password,low,"SERVER_LAN,CLOUD,DMZ",yes,True
ID_00437,N01182,kerberos,high,"PARTNER_VPN,OT",yes,True
ID_00742,N01181,oauth,high,"EXTERNAL,OT",yes,False
ID_01164,N01972,password,low,"SERVER_LAN,OT",yes,False
ID_01921,N01649,oauth,medium,"MGMT,DMZ,USER_LAN",yes,False
ID_00832,N00517,saml,high,"OT,EXTERNAL",yes,False
ID_01963,N01344,kerberos,high,"PARTNER_VPN,MGMT",yes,False
ID_00314,N01143,oauth,medium,"CLOUD,DMZ,USER_LAN",no,False
ID_01611,N00944,oauth,high,"MGMT,SERVER_LAN,CLOUD",yes,True
ID_01624,N01478,password,medium,DMZ,yes,False
ID_01617,N01419,oauth,high,"SERVER_LAN,PARTNER_VPN",yes,True
ID_00624,N00630,password,low,"USER_LAN,OT",yes,False
ID_00027,N01571,kerberos,high,"USER_LAN,EXTERNAL,DMZ",yes,False
ID_01570,N01025,saml,high,"SERVER_LAN,USER_LAN,OT",yes,False
ID_00662,N01227,password,low,"SERVER_LAN,PARTNER_VPN",no,False
ID_00824,N00283,password,low,CLOUD,yes,False
ID_01547,N00129,password,low,"SERVER_LAN,USER_LAN",yes,False
ID_00521,N00973,password,low,PARTNER_VPN,yes,False
ID_01492,N00889,kerberos,high,"MGMT,OT",yes,False
ID_01190,N01384,password,low,SERVER_LAN,no,True
ID_00951,N00834,kerberos,high,MGMT,yes,False
ID_01469,N00911,kerberos,high,"USER_LAN,EXTERNAL",yes,True
ID_01590,N01494,saml,high,"MGMT,CLOUD",yes,False
ID_01074,N00466,saml,high,"MGMT,DMZ",yes,False
ID_01586,N00024,password,low,"DMZ,PARTNER_VPN,EXTERNAL",yes,False
ID_01571,N00986,oauth,medium,SERVER_LAN,yes,False
ID_01556,N00895,password,low,"DMZ,SERVER_LAN,EXTERNAL",no,False
ID_00952,N00163,oauth,medium,PARTNER_VPN,yes,False
ID_01874,N01255,password,low,"PARTNER_VPN,MGMT",yes,False
ID_00727,N01213,oauth,high,EXTERNAL,yes,False
ID_00095,N01095,saml,high,OT,yes,True
ID_00100,N01907,oauth,high,CLOUD,no,False
ID_00415,N00994,kerberos,high,"USER_LAN,EXTERNAL",yes,False
ID_00597,N00003,api_key,medium,"EXTERNAL,MGMT",yes,False
ID_01445,N01046,password,low,"SERVER_LAN,USER_LAN",no,False
ID_00503,N01385,kerberos,medium,"EXTERNAL,USER_LAN",yes,False
ID_00528,N00748,kerberos,high,"SERVER_LAN,OT,MGMT",no,True
ID_00788,N00019,kerberos,medium,"USER_LAN,PARTNER_VPN,MGMT",yes,False
ID_00753,N01312,kerberos,high,DMZ,yes,False
ID_00246,N01491,oauth,high,OT,yes,False
ID_01047,N01205,kerberos,high,"EXTERNAL,CLOUD",no,True
ID_01141,N00651,oauth,medium,DMZ,no,False
ID_01828,N01598,password,low,"USER_LAN,SERVER_LAN,OT",no,False
ID_00543,N01241,password,low,"MGMT,SERVER_LAN",yes,True
ID_01684,N01974,password,low,"OT,PARTNER_VPN,MGMT",yes,False
ID_00418,N00991,password,medium,"PARTNER_VPN,EXTERNAL,CLOUD",yes,False
ID_00955,N01606,password,medium,"OT,MGMT",yes,True
ID_01805,N00315,password,low,"PARTNER_VPN,CLOUD,USER_LAN",no,False
ID_01534,N00271,kerberos,high,"MGMT,DMZ",no,False
ID_00909,N00141,oauth,medium,"PARTNER_VPN,EXTERNAL,OT",yes,True
ID_00950,N01136,oauth,high,"MGMT,PARTNER_VPN,DMZ",yes,False
ID_00904,N00438,kerberos,medium,EXTERNAL,yes,True
ID_00073,N01020,password,low,"DMZ,SERVER_LAN",yes,False
ID_00982,N00277,oauth,high,"MGMT,OT,CLOUD",yes,False
ID_01902,N00596,password,low,"EXTERNAL,MGMT,USER_LAN",yes,False
ID_01010,N00147,oauth,medium,"DMZ,EXTERNAL,CLOUD",yes,False
ID_00731,N00097,password,low,PARTNER_VPN,yes,False
ID_00150,N01000,password,low,USER_LAN,yes,False
ID_00984,N01846,password,medium,"EXTERNAL,DMZ",yes,False
ID_01372,N00860,password,low,"OT,MGMT,CLOUD",yes,False
ID_00832,N00063,password,medium,CLOUD,no,False
ID_01187,N00607,kerberos,high,USER_LAN,no,True
ID_00488,N01166,oauth,medium,USER_LAN,yes,False
ID_01207,N00328,password,low,CLOUD,yes,False
ID_00063,N00399,password,low,MGMT,yes,False
ID_00327,N01608,password,low,"PARTNER_VPN,MGMT,OT",yes,False
ID_01663,N00788,password,low,"USER_LAN,DMZ",yes,False
ID_01327,N01769,saml,high,DMZ,yes,False
ID_00897,N00236,password,low,"MGMT,CLOUD",yes,False
ID_01498,N01961,oauth,medium,SERVER_LAN,no,True
ID_00339,N00201,password,low,USER_LAN,yes,True
ID_00398,N00694,saml,medium,"USER_LAN,CLOUD,EXTERNAL",yes,False
ID_00448,N00518,kerberos,high,EXTERNAL,no,True
ID_01197,N01850,password,low,CLOUD,yes,False
ID_01318,N01572,password,low,"USER_LAN,OT,EXTERNAL",yes,True
ID_01516,N00041,password,medium,"USER_LAN,OT",yes,True
ID_00065,N01780,api_key,low,EXTERNAL,yes,False
ID_00982,N01916,oauth,medium,"DMZ,SERVER_LAN,USER_LAN",yes,False
ID_01034,N00905,api_key,low,"PARTNER_VPN,MGMT",yes,False
ID_01931,N00492,saml,high,"EXTERNAL,CLOUD,PARTNER_VPN",yes,False
ID_00641,N00560,password,medium,"OT,CLOUD",yes,False
ID_01087,N00384,oauth,medium,"EXTERNAL,CLOUD,MGMT",yes,True
ID_01621,N01037,api_key,low,"DMZ,EXTERNAL",yes,True
ID_01687,N01507,password,low,"PARTNER_VPN,DMZ,OT",yes,False
ID_01156,N01781,password,low,OT,yes,False
ID_01395,N00308,password,medium,"SERVER_LAN,MGMT",no,False
ID_00763,N01664,password,medium,"OT,SERVER_LAN",yes,False
ID_01135,N01646,kerberos,high,USER_LAN,no,False
ID_01943,N00750,password,medium,"PARTNER_VPN,DMZ",no,False
ID_00986,N01379,password,low,"EXTERNAL,MGMT",yes,True
ID_01104,N00766,password,low,"MGMT,DMZ",yes,True
ID_01692,N00935,password,low,"EXTERNAL,USER_LAN",no,False
ID_01261,N01509,oauth,medium,USER_LAN,yes,False
ID_01296,N01439,password,medium,"USER_LAN,EXTERNAL",yes,False
ID_01183,N01192,kerberos,high,"PARTNER_VPN,SERVER_LAN,EXTERNAL",yes,True
ID_01099,N01603,password,low,"USER_LAN,PARTNER_VPN,DMZ",yes,False
ID_01077,N01748,saml,high,EXTERNAL,yes,False
ID_01854,N00561,password,low,SERVER_LAN,no,False
ID_00363,N01482,oauth,medium,EXTERNAL,yes,False
ID_01191,N00939,password,low,"USER_LAN,MGMT",yes,True
ID_01350,N01529,password,low,CLOUD,no,False
ID_01681,N00484,password,low,"PARTNER_VPN,USER_LAN,SERVER_LAN",yes,False
ID_01793,N01412,oauth,high,EXTERNAL,yes,False
ID_01728,N01813,kerberos,medium,"MGMT,PARTNER_VPN,CLOUD",yes,True
ID_01768,N01267,kerberos,high,DMZ,yes,False
ID_00908,N01829,kerberos,high,SERVER_LAN,yes,False
ID_01531,N00573,oauth,high,"EXTERNAL,USER_LAN,SERVER_LAN",no,False
ID_00058,N01897,password,low,"CLOUD,PARTNER_VPN",yes,False
ID_00016,N00157,kerberos,medium,"PARTNER_VPN,CLOUD,USER_LAN",yes,False
ID_01420,N01993,kerberos,medium,EXTERNAL,yes,False
ID_01502,N01483,password,low,"DMZ,CLOUD,PARTNER_VPN",yes,False
ID_00090,N01745,password,low,"CLOUD,MGMT,PARTNER_VPN",yes,True
ID_01319,N00809,password,medium,PARTNER_VPN,yes,False
ID_01671,N00320,kerberos,high,"OT,USER_LAN,PARTNER_VPN",yes,True
ID_00084,N01124,password,medium,"OT,CLOUD,USER_LAN",yes,False
ID_00328,N01360,password,low,USER_LAN,yes,False
ID_01352,N01756,kerberos,medium,EXTERNAL,no,True
ID_01509,N01324,oauth,high,"PARTNER_VPN,OT",yes,False
ID_00893,N00712,password,low,"CLOUD,PARTNER_VPN",yes,False
ID_00065,N01419,password,low,"USER_LAN,CLOUD,SERVER_LAN",yes,False
ID_01988,N01985,password,low,EXTERNAL,yes,False
ID_00779,N01164,saml,medium,"OT,SERVER_LAN,USER_LAN",no,False
ID_00478,N00566,password,low,CLOUD,yes,False
ID_01538,N01064,kerberos,high,DMZ,yes,False
ID_00832,N01125,password,low,"DMZ,PARTNER_VPN,SERVER_LAN",yes,False
ID_01874,N01913,password,low,"EXTERNAL,OT",no,False
