eid,src,dst,egde_class,relation,direction,port_proto,zone_crossing,guarded_by,detection_prob,exploitability,lat_move,policy_violation,misconfig_source_rule,misconfig_effect
E009548,N00318,N00481,L3->L4,db_conn,inbound,3389/tcp,0,fw_strict,0.211,0.489,0.575,0,,
E009549,N00468,N00295,L4->T,mgmt,outbound,3389/tcp,0,microseg,0.385,0.837,0.834,0,,
E009550,N00407,N00295,L4->T,api,bidirectional,80/tcp,0,microseg,0.536,0.985,0.401,0,,
E009551,N00473,N00295,L4->T,db_conn,inbound,445/tcp,0,fw_strict,0.066,0.303,0.794,0,,
E009552,N00368,N00295,L4->T,mgmt,bidirectional,53/udp,0,fw_basic,0.3,0.321,0.734,0,,
E009553,N00481,N00295,L4->T,api,bidirectional,22/tcp,0,none,0.056,0.864,0.228,0,,
E009554,N00355,N00458,L0->L1,rpc,inbound,53/udp,0,microseg,0.115,0.927,0.418,0,,
E009555,N00355,N00455,L0->L1,mgmt,bidirectional,53/udp,0,fw_basic,0.268,0.501,0.637,0,,
E009556,N00355,N00334,L0->L1,api,inbound,445/tcp,0,fw_strict,0.153,0.37,0.395,0,,
E009557,N00355,N00382,L0->L1,api,bidirectional,445/tcp,0,microseg,0.472,0.89,0.533,0,,
E009558,N00355,N00409,L0->L1,network,bidirectional,3389/tcp,0,none,0.366,0.76,0.323,0,,
E009559,N00458,N00309,L1->L2,rpc,outbound,80/tcp,0,fw_strict,0.098,0.643,0.495,0,,
E009560,N00458,N00464,L1->L2,mgmt,inbound,445/tcp,0,fw_basic,0.489,0.698,0.928,0,,
E009561,N00455,N00309,L1->L2,network,outbound,3389/tcp,0,none,0.458,0.599,0.369,0,,
E009562,N00455,N00464,L1->L2,network,bidirectional,443/tcp,0,microseg,0.442,0.386,0.746,0,,
E009563,N00334,N00309,L1->L2,api,inbound,22/tcp,0,fw_basic,0.584,0.391,0.527,0,,
E009564,N00334,N00464,L1->L2,rpc,bidirectional,80/tcp,0,fw_basic,0.324,0.917,0.841,0,,
E009565,N00382,N00309,L1->L2,rpc,bidirectional,445/tcp,0,fw_basic,0.185,0.614,0.675,0,,
E009566,N00382,N00464,L1->L2,network,inbound,53/udp,0,microseg,0.11,0.325,0.263,0,,
E009567,N00409,N00309,L1->L2,network,inbound,80/tcp,0,fw_strict,0.558,0.957,0.099,0,,
E009568,N00409,N00464,L1->L2,mgmt,bidirectional,445/tcp,0,none,0.616,0.473,0.667,0,,
E009569,N00309,N00311,L2->L3,api,outbound,3389/tcp,0,fw_strict,0.341,0.471,0.445,0,,
E009570,N00309,N00442,L2->L3,network,outbound,3389/tcp,0,microseg,0.156,0.553,0.139,0,,
E009571,N00309,N00318,L2->L3,network,outbound,53/udp,0,fw_basic,0.629,0.345,0.623,0,,
E009572,N00464,N00311,L2->L3,api,outbound,53/udp,0,fw_strict,0.54,0.615,0.552,0,,
E009573,N00464,N00442,L2->L3,api,bidirectional,53/udp,0,fw_strict,0.122,0.937,0.462,0,,
E009574,N00464,N00318,L2->L3,db_conn,inbound,445/tcp,0,none,0.111,0.764,0.452,0,,
E009575,N00311,N00468,L3->L4,api,outbound,443/tcp,0,none,0.663,0.31,0.573,1,,
E009576,N00311,N00407,L3->L4,api,bidirectional,443/tcp,0,fw_basic,0.073,0.352,0.024,0,,
E009577,N00311,N00473,L3->L4,db_conn,inbound,80/tcp,0,microseg,0.23,0.942,0.612,0,,
E009578,N00311,N00368,L3->L4,network,outbound,80/tcp,0,fw_basic,0.334,0.658,0.513,0,,
E009579,N00311,N00481,L3->L4,network,inbound,3389/tcp,0,none,0.1,0.875,0.524,0,,
E009580,N00442,N00468,L3->L4,mgmt,bidirectional,22/tcp,0,none,0.501,0.435,0.941,0,,
E009581,N00442,N00407,L3->L4,rpc,inbound,445/tcp,0,fw_strict,0.565,0.8,0.296,0,,
E009582,N00442,N00473,L3->L4,rpc,outbound,445/tcp,0,fw_basic,0.354,0.307,0.61,0,,
E009583,N00442,N00368,L3->L4,rpc,inbound,22/tcp,0,none,0.452,0.792,0.444,0,,
E009584,N00442,N00481,L3->L4,db_conn,inbound,3389/tcp,0,none,0.699,0.732,0.779,0,,
E009585,N00318,N00468,L3->L4,mgmt,outbound,53/udp,0,fw_basic,0.556,0.311,0.18,0,,
E009586,N00318,N00407,L3->L4,mgmt,inbound,53/udp,0,microseg,0.086,0.335,0.78,0,,
E009587,N00318,N00473,L3->L4,network,bidirectional,80/tcp,0,fw_strict,0.084,0.306,0.255,0,,
E009588,N00318,N00368,L3->L4,rpc,outbound,445/tcp,0,microseg,0.67,0.403,0.045,0,,
E009589,N00318,N00481,L3->L4,network,outbound,80/tcp,0,microseg,0.361,0.398,0.822,0,,
E009590,N00468,N00328,L4->T,rpc,inbound,53/udp,0,fw_basic,0.075,0.991,0.599,0,,
E009591,N00407,N00328,L4->T,rpc,bidirectional,80/tcp,0,fw_strict,0.161,0.427,0.894,0,,
E009592,N00473,N00328,L4->T,rpc,bidirectional,53/udp,0,microseg,0.691,0.34,0.392,0,,
E009593,N00368,N00328,L4->T,api,inbound,22/tcp,0,microseg,0.192,0.941,0.323,0,,
E009594,N00481,N00328,L4->T,mgmt,inbound,80/tcp,0,fw_basic,0.106,0.417,0.956,0,,
E009595,N00355,N00458,L0->L1,db_conn,outbound,22/tcp,0,none,0.401,0.694,0.79,0,,
E009596,N00355,N00455,L0->L1,network,bidirectional,445/tcp,0,fw_strict,0.387,0.874,0.968,0,,
E009597,N00355,N00334,L0->L1,mgmt,inbound,22/tcp,0,fw_strict,0.492,0.497,0.497,0,,
E009598,N00355,N00382,L0->L1,db_conn,bidirectional,53/udp,0,none,0.018,0.984,0.085,0,,
E009599,N00355,N00409,L0->L1,db_conn,inbound,443/tcp,0,microseg,0.463,0.486,0.636,0,,
E009600,N00458,N00309,L1->L2,network,bidirectional,80/tcp,0,microseg,0.642,0.445,0.919,0,,
E009601,N00458,N00464,L1->L2,mgmt,outbound,80/tcp,0,fw_basic,0.09,0.419,0.059,0,,
E009602,N00455,N00309,L1->L2,mgmt,inbound,53/udp,0,fw_basic,0.493,0.336,0.47,0,,
E009603,N00455,N00464,L1->L2,rpc,outbound,443/tcp,0,fw_basic,0.608,0.669,0.164,0,,
E009604,N00334,N00309,L1->L2,api,bidirectional,443/tcp,0,microseg,0.191,0.649,0.618,0,,
E009605,N00334,N00464,L1->L2,db_conn,inbound,22/tcp,0,fw_basic,0.422,0.317,0.243,0,,
E009606,N00382,N00309,L1->L2,mgmt,outbound,3389/tcp,0,none,0.368,0.886,0.092,0,,
E009607,N00382,N00464,L1->L2,api,bidirectional,22/tcp,0,none,0.287,0.376,0.945,0,,
E009608,N00409,N00309,L1->L2,db_conn,outbound,22/tcp,0,fw_basic,0.07,0.442,0.056,0,,
E009609,N00409,N00464,L1->L2,db_conn,outbound,22/tcp,0,microseg,0.192,0.786,0.348,0,,
E009610,N00309,N00311,L2->L3,db_conn,bidirectional,53/udp,0,fw_strict,0.371,0.858,0.435,0,,
E009611,N00309,N00442,L2->L3,db_conn,bidirectional,443/tcp,0,fw_basic,0.627,0.307,0.968,0,,
E009612,N00309,N00318,L2->L3,mgmt,bidirectional,3389/tcp,0,fw_strict,0.511,0.882,0.629,0,,
E009613,N00464,N00311,L2->L3,api,bidirectional,3389/tcp,0,microseg,0.258,0.778,0.205,0,,
E009614,N00464,N00442,L2->L3,network,inbound,80/tcp,0,fw_basic,0.448,0.545,0.107,1,,
E009615,N00464,N00318,L2->L3,network,inbound,80/tcp,0,fw_basic,0.028,0.905,0.348,0,,
E009616,N00311,N00468,L3->L4,db_conn,outbound,443/tcp,0,fw_strict,0.251,0.818,0.821,0,,
E009617,N00311,N00407,L3->L4,mgmt,outbound,3389/tcp,0,fw_basic,0.572,0.819,0.825,0,,
E009618,N00311,N00473,L3->L4,mgmt,inbound,443/tcp,0,none,0.102,0.802,0.217,0,,
E009619,N00311,N00368,L3->L4,network,outbound,53/udp,0,fw_basic,0.21,0.5,0.059,1,,
E009620,N00311,N00481,L3->L4,db_conn,bidirectional,53/udp,0,microseg,0.107,0.512,0.213,0,,
E009621,N00442,N00468,L3->L4,db_conn,outbound,445/tcp,0,microseg,0.665,0.864,0.492,0,,
E009622,N00442,N00407,L3->L4,rpc,bidirectional,53/udp,0,none,0.568,0.714,0.329,0,,
E009623,N00442,N00473,L3->L4,mgmt,outbound,445/tcp,0,microseg,0.118,0.766,0.916,0,,
E009624,N00442,N00368,L3->L4,network,bidirectional,443/tcp,0,fw_basic,0.564,0.883,0.029,0,,
E009625,N00442,N00481,L3->L4,api,outbound,3389/tcp,0,microseg,0.09,0.961,0.898,0,,
E009626,N00318,N00468,L3->L4,rpc,bidirectional,53/udp,0,fw_basic,0.37,0.321,0.994,0,,
E009627,N00318,N00407,L3->L4,rpc,inbound,53/udp,0,fw_basic,0.324,0.576,0.288,0,,
E009628,N00318,N00473,L3->L4,network,bidirectional,53/udp,0,microseg,0.408,0.461,0.066,0,,
E009629,N00318,N00368,L3->L4,network,outbound,443/tcp,0,microseg,0.463,0.657,0.416,0,,
E009630,N00318,N00481,L3->L4,db_conn,inbound,3389/tcp,0,fw_strict,0.055,0.696,0.117,0,,
E009631,N00468,N00354,L4->T,mgmt,bidirectional,3389/tcp,0,fw_strict,0.009,0.515,0.854,0,,
E009632,N00407,N00354,L4->T,api,outbound,443/tcp,0,none,0.512,0.754,0.07,0,,
E009633,N00473,N00354,L4->T,mgmt,inbound,445/tcp,0,fw_strict,0.223,0.601,0.385,0,,
E009634,N00368,N00354,L4->T,rpc,outbound,445/tcp,0,fw_strict,0.502,0.694,0.771,0,,
E009635,N00481,N00354,L4->T,network,outbound,53/udp,0,fw_strict,0.395,0.538,0.515,0,,
E009636,N00355,N00458,L0->L1,rpc,inbound,80/tcp,0,microseg,0.36,0.304,0.776,0,,
E009637,N00355,N00455,L0->L1,network,outbound,53/udp,0,none,0.152,0.448,0.094,0,,
E009638,N00355,N00334,L0->L1,api,inbound,445/tcp,0,none,0.246,0.658,0.572,0,,
E009639,N00355,N00382,L0->L1,db_conn,bidirectional,445/tcp,0,microseg,0.153,0.664,0.936,0,,
E009640,N00355,N00409,L0->L1,network,outbound,22/tcp,0,fw_strict,0.088,0.492,0.156,0,,
E009641,N00458,N00309,L1->L2,db_conn,outbound,53/udp,0,fw_basic,0.15,0.305,0.428,0,,
E009642,N00458,N00464,L1->L2,rpc,outbound,53/udp,0,microseg,0.476,0.319,0.17,0,,
E009643,N00455,N00309,L1->L2,db_conn,inbound,3389/tcp,0,microseg,0.209,0.52,0.351,0,,
E009644,N00455,N00464,L1->L2,db_conn,inbound,443/tcp,0,none,0.01,0.973,0.523,0,,
E009645,N00334,N00309,L1->L2,mgmt,outbound,80/tcp,0,none,0.483,0.536,0.623,0,,
E009646,N00334,N00464,L1->L2,db_conn,inbound,445/tcp,0,fw_basic,0.51,0.37,0.628,0,,
E009647,N00382,N00309,L1->L2,api,bidirectional,3389/tcp,0,fw_strict,0.255,0.917,0.088,0,,
E009648,N00382,N00464,L1->L2,network,outbound,445/tcp,0,fw_basic,0.23,0.409,0.873,0,,
E009649,N00409,N00309,L1->L2,api,outbound,445/tcp,0,fw_basic,0.044,0.621,0.104,0,,
E009650,N00409,N00464,L1->L2,rpc,inbound,22/tcp,0,fw_strict,0.312,0.424,0.223,0,,
E009651,N00309,N00311,L2->L3,api,inbound,443/tcp,0,fw_basic,0.175,0.448,0.482,0,,
E009652,N00309,N00442,L2->L3,network,outbound,22/tcp,0,none,0.189,0.816,0.752,0,,
E009653,N00309,N00318,L2->L3,network,bidirectional,443/tcp,0,fw_basic,0.479,0.385,0.651,0,,
E009654,N00464,N00311,L2->L3,rpc,bidirectional,22/tcp,0,microseg,0.294,0.934,0.712,0,,
E009655,N00464,N00442,L2->L3,network,bidirectional,80/tcp,0,fw_basic,0.58,0.935,0.569,0,,
E009656,N00464,N00318,L2->L3,db_conn,bidirectional,53/udp,0,microseg,0.428,0.685,0.787,0,,
E009657,N00311,N00468,L3->L4,db_conn,outbound,443/tcp,0,fw_strict,0.099,0.929,0.433,0,,
E009658,N00311,N00407,L3->L4,api,outbound,445/tcp,0,none,0.236,0.573,0.239,1,,
E009659,N00311,N00473,L3->L4,mgmt,outbound,53/udp,0,fw_basic,0.058,0.668,0.532,0,,
E009660,N00311,N00368,L3->L4,api,outbound,22/tcp,0,fw_basic,0.084,0.47,0.452,0,,
E009661,N00311,N00481,L3->L4,db_conn,inbound,3389/tcp,0,microseg,0.592,0.986,0.25,0,,
E009662,N00442,N00468,L3->L4,rpc,inbound,22/tcp,0,fw_basic,0.344,0.477,0.212,0,,
E009663,N00442,N00407,L3->L4,rpc,bidirectional,53/udp,0,none,0.569,0.582,0.622,0,,
E009664,N00442,N00473,L3->L4,mgmt,inbound,443/tcp,0,microseg,0.53,0.459,0.797,0,,
E009665,N00442,N00368,L3->L4,mgmt,inbound,22/tcp,0,microseg,0.494,0.85,0.393,0,,
E009666,N00442,N00481,L3->L4,rpc,outbound,22/tcp,0,none,0.167,0.73,0.862,0,,
E009667,N00318,N00468,L3->L4,api,bidirectional,443/tcp,0,fw_strict,0.297,0.795,0.772,1,,
E009668,N00318,N00407,L3->L4,db_conn,inbound,3389/tcp,0,fw_strict,0.56,0.677,0.783,1,,
E009669,N00318,N00473,L3->L4,api,outbound,443/tcp,0,none,0.066,0.311,0.325,0,,
E009670,N00318,N00368,L3->L4,db_conn,inbound,22/tcp,0,fw_strict,0.009,0.497,0.975,0,,
E009671,N00318,N00481,L3->L4,db_conn,outbound,22/tcp,0,fw_strict,0.093,0.316,0.832,0,,
E009672,N00468,N00364,L4->T,api,outbound,22/tcp,0,fw_strict,0.392,0.381,0.321,0,,
E009673,N00407,N00364,L4->T,api,outbound,3389/tcp,0,microseg,0.06,0.376,0.897,0,,
E009674,N00473,N00364,L4->T,api,outbound,443/tcp,0,fw_basic,0.102,0.91,0.703,0,,
E009675,N00368,N00364,L4->T,api,inbound,22/tcp,0,fw_basic,0.288,0.409,0.095,0,,
E009676,N00481,N00364,L4->T,db_conn,bidirectional,80/tcp,0,fw_basic,0.362,0.455,0.537,0,,
E009677,N00355,N00458,L0->L1,db_conn,outbound,22/tcp,0,fw_basic,0.001,0.303,0.217,0,,
E009678,N00355,N00455,L0->L1,network,outbound,53/udp,0,fw_basic,0.598,0.341,0.821,0,,
E009679,N00355,N00334,L0->L1,network,outbound,22/tcp,0,fw_basic,0.42,0.904,0.029,0,,
E009680,N00355,N00382,L0->L1,api,inbound,445/tcp,0,none,0.175,0.466,0.262,0,,
E009681,N00355,N00409,L0->L1,mgmt,bidirectional,80/tcp,0,microseg,0.251,0.815,0.052,0,,
E009682,N00458,N00309,L1->L2,rpc,outbound,443/tcp,0,none,0.016,0.705,0.08,0,,
E009683,N00458,N00464,L1->L2,network,outbound,53/udp,0,microseg,0.604,0.446,0.081,0,,
E009684,N00455,N00309,L1->L2,network,bidirectional,3389/tcp,0,fw_strict,0.432,0.532,0.113,0,,
E009685,N00455,N00464,L1->L2,db_conn,bidirectional,445/tcp,0,fw_basic,0.638,0.734,0.471,0,,
E009686,N00334,N00309,L1->L2,rpc,outbound,443/tcp,0,fw_strict,0.623,0.903,0.431,0,,
E009687,N00334,N00464,L1->L2,network,bidirectional,22/tcp,0,none,0.476,0.74,0.487,0,,
E009688,N00382,N00309,L1->L2,api,outbound,80/tcp,0,fw_basic,0.63,0.7,0.928,0,,
E009689,N00382,N00464,L1->L2,api,outbound,22/tcp,0,fw_basic,0.171,0.33,0.22,0,,
E009690,N00409,N00309,L1->L2,network,bidirectional,22/tcp,0,none,0.524,0.6,0.0,0,,
E009691,N00409,N00464,L1->L2,db_conn,inbound,22/tcp,0,fw_strict,0.511,0.831,0.675,0,,
E009692,N00309,N00311,L2->L3,db_conn,bidirectional,445/tcp,0,none,0.337,0.523,0.271,0,,
E009693,N00309,N00442,L2->L3,mgmt,inbound,53/udp,0,fw_strict,0.631,0.766,0.423,0,,
E009694,N00309,N00318,L2->L3,rpc,bidirectional,80/tcp,0,fw_strict,0.433,0.381,0.522,0,,
E009695,N00464,N00311,L2->L3,network,bidirectional,22/tcp,0,microseg,0.424,0.654,0.832,0,,
E009696,N00464,N00442,L2->L3,rpc,bidirectional,22/tcp,0,microseg,0.128,0.472,0.529,0,,
E009697,N00464,N00318,L2->L3,rpc,bidirectional,80/tcp,0,microseg,0.548,0.549,0.953,0,,
E009698,N00311,N00468,L3->L4,api,inbound,445/tcp,0,none,0.586,0.474,0.799,0,,
E009699,N00311,N00407,L3->L4,rpc,outbound,22/tcp,0,microseg,0.451,0.541,0.395,0,,
E009700,N00311,N00473,L3->L4,api,inbound,80/tcp,0,fw_strict,0.41,0.94,0.435,0,,
E009701,N00311,N00368,L3->L4,mgmt,bidirectional,80/tcp,0,none,0.484,0.87,0.225,0,,
E009702,N00311,N00481,L3->L4,db_conn,bidirectional,53/udp,0,fw_strict,0.368,0.851,0.331,0,,
E009703,N00442,N00468,L3->L4,api,outbound,22/tcp,0,fw_basic,0.033,0.993,0.933,0,,
E009704,N00442,N00407,L3->L4,rpc,outbound,22/tcp,0,none,0.273,0.31,0.833,0,,
E009705,N00442,N00473,L3->L4,api,outbound,53/udp,0,microseg,0.39,0.34,0.519,0,,
E009706,N00442,N00368,L3->L4,api,bidirectional,443/tcp,0,none,0.134,0.537,0.411,0,,
E009707,N00442,N00481,L3->L4,mgmt,bidirectional,22/tcp,0,fw_basic,0.131,0.792,0.238,0,,
E009708,N00318,N00468,L3->L4,db_conn,bidirectional,443/tcp,0,none,0.58,0.84,0.314,0,,
E009709,N00318,N00407,L3->L4,api,bidirectional,445/tcp,0,fw_basic,0.099,0.738,0.912,0,,
E009710,N00318,N00473,L3->L4,api,outbound,22/tcp,0,fw_basic,0.371,0.612,0.144,0,,
E009711,N00318,N00368,L3->L4,rpc,outbound,53/udp,0,microseg,0.515,0.953,0.732,0,,
E009712,N00318,N00481,L3->L4,network,inbound,443/tcp,0,fw_strict,0.007,0.687,0.74,0,,
E009713,N00468,N00392,L4->T,network,outbound,22/tcp,0,none,0.587,0.718,0.94,0,,
E009714,N00407,N00392,L4->T,api,outbound,22/tcp,0,fw_basic,0.24,0.348,0.934,0,,
E009715,N00473,N00392,L4->T,network,inbound,3389/tcp,0,none,0.43,0.748,0.64,0,,
E009716,N00368,N00392,L4->T,network,bidirectional,443/tcp,0,none,0.352,0.401,0.765,0,,
E009717,N00481,N00392,L4->T,rpc,inbound,22/tcp,0,none,0.424,0.874,0.897,0,,
E009718,N00355,N00458,L0->L1,api,outbound,445/tcp,0,fw_strict,0.472,0.755,0.949,0,,
E009719,N00355,N00455,L0->L1,db_conn,bidirectional,53/udp,0,fw_strict,0.063,0.688,0.068,0,,
E009720,N00355,N00334,L0->L1,db_conn,inbound,443/tcp,0,fw_basic,0.197,0.967,0.198,0,,
E009721,N00355,N00382,L0->L1,mgmt,outbound,80/tcp,0,fw_strict,0.412,0.341,0.672,0,,
E009722,N00355,N00409,L0->L1,rpc,inbound,443/tcp,0,microseg,0.087,0.308,0.727,0,,
E009723,N00458,N00309,L1->L2,mgmt,outbound,22/tcp,0,fw_strict,0.165,0.407,0.028,0,,
E009724,N00458,N00464,L1->L2,mgmt,inbound,445/tcp,0,none,0.247,0.301,0.957,0,,
E009725,N00455,N00309,L1->L2,db_conn,outbound,22/tcp,0,fw_basic,0.26,0.382,0.298,0,,
E009726,N00455,N00464,L1->L2,mgmt,outbound,80/tcp,0,microseg,0.27,0.323,0.554,0,,
E009727,N00334,N00309,L1->L2,rpc,outbound,3389/tcp,0,fw_strict,0.378,0.89,0.796,0,,
E009728,N00334,N00464,L1->L2,rpc,inbound,445/tcp,0,fw_strict,0.394,0.356,0.752,0,,
E009729,N00382,N00309,L1->L2,network,inbound,22/tcp,0,microseg,0.489,0.536,0.671,0,,
E009730,N00382,N00464,L1->L2,network,bidirectional,3389/tcp,0,none,0.649,0.463,0.431,0,,
E009731,N00409,N00309,L1->L2,db_conn,outbound,80/tcp,0,fw_strict,0.079,0.54,0.181,0,,
E009732,N00409,N00464,L1->L2,db_conn,outbound,3389/tcp,0,none,0.089,0.584,0.641,0,,
E009733,N00309,N00311,L2->L3,rpc,outbound,80/tcp,0,fw_basic,0.7,0.448,0.453,0,,
E009734,N00309,N00442,L2->L3,rpc,inbound,53/udp,0,microseg,0.016,0.491,0.243,0,,
E009735,N00309,N00318,L2->L3,db_conn,inbound,3389/tcp,0,none,0.346,0.568,0.74,0,,
E009736,N00464,N00311,L2->L3,network,inbound,3389/tcp,0,none,0.103,0.361,0.102,0,,
E009737,N00464,N00442,L2->L3,db_conn,inbound,80/tcp,0,fw_strict,0.149,0.478,0.802,0,,
E009738,N00464,N00318,L2->L3,rpc,inbound,3389/tcp,0,none,0.138,0.719,0.142,0,,
E009739,N00311,N00468,L3->L4,rpc,inbound,53/udp,0,none,0.562,0.995,0.237,0,,
E009740,N00311,N00407,L3->L4,rpc,bidirectional,3389/tcp,0,microseg,0.104,0.887,0.697,0,,
E009741,N00311,N00473,L3->L4,rpc,inbound,445/tcp,0,microseg,0.379,0.867,0.048,0,,
E009742,N00311,N00368,L3->L4,network,bidirectional,443/tcp,0,fw_strict,0.03,0.695,0.935,0,,
E009743,N00311,N00481,L3->L4,rpc,outbound,3389/tcp,0,fw_basic,0.253,0.362,0.002,0,,
E009744,N00442,N00468,L3->L4,db_conn,outbound,80/tcp,0,microseg,0.175,0.86,0.923,0,,
E009745,N00442,N00407,L3->L4,rpc,inbound,80/tcp,0,microseg,0.373,0.557,0.988,0,,
E009746,N00442,N00473,L3->L4,rpc,bidirectional,22/tcp,0,fw_basic,0.342,0.398,0.772,0,,
E009747,N00442,N00368,L3->L4,api,bidirectional,80/tcp,0,fw_basic,0.013,0.798,0.253,0,,
E009748,N00442,N00481,L3->L4,network,inbound,3389/tcp,0,none,0.59,0.847,0.989,0,,
E009749,N00318,N00468,L3->L4,network,outbound,445/tcp,0,none,0.425,0.353,0.417,0,,
E009750,N00318,N00407,L3->L4,rpc,inbound,53/udp,0,microseg,0.418,0.37,0.388,0,,
E009751,N00318,N00473,L3->L4,network,bidirectional,22/tcp,0,none,0.065,0.836,0.124,0,,
E009752,N00318,N00368,L3->L4,mgmt,bidirectional,53/udp,0,microseg,0.291,0.781,0.22,0,,
E009753,N00318,N00481,L3->L4,mgmt,outbound,3389/tcp,0,fw_strict,0.572,0.886,0.861,0,,
E009754,N00468,N00424,L4->T,network,outbound,443/tcp,0,fw_strict,0.508,0.697,0.758,0,,
E009755,N00407,N00424,L4->T,api,bidirectional,53/udp,0,fw_strict,0.583,0.972,0.407,0,,
E009756,N00473,N00424,L4->T,db_conn,inbound,22/tcp,0,fw_strict,0.139,0.706,0.486,0,,
E009757,N00368,N00424,L4->T,api,bidirectional,3389/tcp,0,fw_basic,0.476,0.981,0.475,0,,
E009758,N00481,N00424,L4->T,mgmt,bidirectional,80/tcp,0,microseg,0.414,0.436,0.154,0,,
E009759,N00355,N00458,L0->L1,api,inbound,445/tcp,0,none,0.344,0.3,0.617,0,,
E009760,N00355,N00455,L0->L1,db_conn,bidirectional,80/tcp,0,microseg,0.468,0.936,0.448,0,,
E009761,N00355,N00334,L0->L1,mgmt,outbound,3389/tcp,0,fw_strict,0.477,0.597,0.53,0,,
E009762,N00355,N00382,L0->L1,mgmt,outbound,443/tcp,0,fw_basic,0.21,0.441,0.071,0,,
E009763,N00355,N00409,L0->L1,network,inbound,80/tcp,0,fw_basic,0.036,0.8,0.122,0,,
E009764,N00458,N00309,L1->L2,db_conn,outbound,443/tcp,0,microseg,0.542,0.89,0.317,0,,
E009765,N00458,N00464,L1->L2,api,bidirectional,443/tcp,0,fw_basic,0.387,0.634,0.73,0,,
E009766,N00455,N00309,L1->L2,db_conn,bidirectional,22/tcp,0,none,0.055,0.643,0.421,0,,
E009767,N00455,N00464,L1->L2,rpc,bidirectional,3389/tcp,0,microseg,0.36,0.899,0.438,0,,
E009768,N00334,N00309,L1->L2,api,outbound,445/tcp,0,none,0.033,0.539,0.818,0,,
E009769,N00334,N00464,L1->L2,network,outbound,443/tcp,0,none,0.393,0.461,0.643,0,,
E009770,N00382,N00309,L1->L2,mgmt,inbound,80/tcp,0,fw_basic,0.636,0.806,0.723,0,,
E009771,N00382,N00464,L1->L2,network,outbound,3389/tcp,0,none,0.058,0.894,0.508,0,,
E009772,N00409,N00309,L1->L2,mgmt,outbound,443/tcp,0,fw_strict,0.624,0.495,0.838,0,,
E009773,N00409,N00464,L1->L2,rpc,bidirectional,22/tcp,0,fw_strict,0.393,0.838,0.312,0,,
E009774,N00309,N00311,L2->L3,api,bidirectional,22/tcp,0,fw_strict,0.32,0.422,0.32,0,,
E009775,N00309,N00442,L2->L3,db_conn,outbound,445/tcp,0,none,0.5,0.334,0.94,0,,
E009776,N00309,N00318,L2->L3,network,outbound,443/tcp,0,fw_strict,0.45,0.875,0.565,0,,
E009777,N00464,N00311,L2->L3,network,inbound,53/udp,0,fw_strict,0.47,0.724,0.407,0,,
E009778,N00464,N00442,L2->L3,network,inbound,22/tcp,0,fw_basic,0.386,0.866,0.191,0,,
E009779,N00464,N00318,L2->L3,network,outbound,80/tcp,0,fw_basic,0.457,0.307,0.889,0,,
E009780,N00311,N00468,L3->L4,mgmt,outbound,3389/tcp,0,none,0.085,0.7,0.239,0,,
E009781,N00311,N00407,L3->L4,rpc,bidirectional,80/tcp,0,fw_basic,0.266,0.63,0.782,0,,
E009782,N00311,N00473,L3->L4,api,outbound,445/tcp,0,fw_basic,0.102,0.576,0.975,0,,
E009783,N00311,N00368,L3->L4,network,inbound,80/tcp,0,microseg,0.327,0.656,0.623,0,,
E009784,N00311,N00481,L3->L4,network,inbound,443/tcp,0,microseg,0.657,0.518,0.501,0,,
E009785,N00442,N00468,L3->L4,db_conn,bidirectional,53/udp,0,none,0.692,0.369,0.812,0,,
E009786,N00442,N00407,L3->L4,rpc,bidirectional,80/tcp,0,microseg,0.238,0.915,0.96,0,,
E009787,N00442,N00473,L3->L4,rpc,inbound,80/tcp,0,microseg,0.52,0.93,0.448,0,,
E009788,N00442,N00368,L3->L4,db_conn,inbound,445/tcp,0,fw_basic,0.303,0.439,0.243,0,,
E009789,N00442,N00481,L3->L4,api,outbound,445/tcp,0,fw_strict,0.672,0.367,0.171,0,,
E009790,N00318,N00468,L3->L4,db_conn,outbound,3389/tcp,0,fw_basic,0.55,0.638,0.625,0,,
E009791,N00318,N00407,L3->L4,db_conn,inbound,3389/tcp,0,fw_strict,0.114,0.569,0.117,0,,
E009792,N00318,N00473,L3->L4,rpc,bidirectional,3389/tcp,0,fw_strict,0.445,0.561,0.266,0,,
E009793,N00318,N00368,L3->L4,db_conn,bidirectional,80/tcp,0,microseg,0.367,0.89,0.297,0,,
E009794,N00318,N00481,L3->L4,mgmt,outbound,445/tcp,0,fw_strict,0.515,0.363,0.995,0,,
E009795,N00468,N00470,L4->T,db_conn,bidirectional,53/udp,0,fw_basic,0.152,0.697,0.045,0,,
E009796,N00407,N00470,L4->T,api,inbound,3389/tcp,0,fw_basic,0.338,0.38,0.321,0,,
E009797,N00473,N00470,L4->T,network,outbound,3389/tcp,0,none,0.698,0.878,0.791,0,,
E009798,N00368,N00470,L4->T,rpc,outbound,22/tcp,0,none,0.617,0.726,0.11,0,,
E009799,N00481,N00470,L4->T,rpc,inbound,3389/tcp,0,none,0.663,0.459,0.507,0,,
E009800,N00355,N00458,L0->L1,db_conn,inbound,80/tcp,0,microseg,0.311,0.836,0.455,0,,
E009801,N00355,N00455,L0->L1,mgmt,bidirectional,3389/tcp,0,none,0.532,0.569,0.981,0,,
E009802,N00355,N00334,L0->L1,rpc,inbound,53/udp,0,fw_strict,0.026,0.522,0.017,0,,
